DATE,DEXUSUK,DEXJPUS,DEXUSEU
1971-01-04,2.3938,357.73,
1971-01-05,2.3949,357.81,
1971-01-06,2.3967,357.86,
1971-01-07,2.3963,357.87,
1971-01-08,2.3972,357.82,
1971-01-11,2.3992,357.95,
1971-01-12,2.4001,358.06,
1971-01-13,2.4021,358.44,
1971-01-14,2.4071,358.40,
1971-01-15,2.4057,358.40,
1971-01-18,2.4052,358.29,
1971-01-19,2.4081,358.35,
1971-01-20,2.4080,358.40,
1971-01-21,2.4092,358.27,
1971-01-22,2.4103,357.90,
1971-01-25,2.4147,357.73,
1971-01-26,2.4160,357.78,
1971-01-27,2.4161,357.79,
1971-01-28,2.4169,357.83,
1971-01-29,2.4174,357.72,
1971-02-01,2.4184,357.67,
1971-02-02,2.4181,357.55,
1971-02-03,2.4184,357.54,
1971-02-04,2.4167,357.51,
1971-02-05,2.4147,357.53,
1971-02-08,2.4182,357.49,
1971-02-09,2.4151,357.50,
1971-02-10,2.4159,357.50,
1971-02-11,2.4158,357.50,
1971-02-12,.,.,
1971-02-15,.,.,
1971-02-16,2.4193,357.53,
1971-02-17,2.4193,357.53,
1971-02-18,2.4191,357.53,
1971-02-19,2.4190,357.56,
1971-02-22,2.4192,357.60,
1971-02-23,2.4193,357.55,
1971-02-24,2.4193,357.60,
1971-02-25,2.4177,357.56,
1971-02-26,2.4160,357.56,
1971-03-01,2.4162,357.63,
1971-03-02,2.4184,357.56,
1971-03-03,2.4193,357.49,
1971-03-04,2.4179,357.45,
1971-03-05,2.4183,357.59,
1971-03-08,2.4192,357.55,
1971-03-09,2.4188,357.46,
1971-03-10,2.4192,357.59,
1971-03-11,2.4188,357.56,
1971-03-12,2.4193,357.58,
1971-03-15,2.4193,357.54,
1971-03-16,2.4183,357.49,
1971-03-17,2.4194,357.53,
1971-03-18,2.4190,357.56,
1971-03-19,2.4190,357.56,
1971-03-22,2.4193,357.44,
1971-03-23,2.4193,357.53,
1971-03-24,2.4194,357.53,
1971-03-25,2.4185,357.47,
1971-03-26,2.4188,357.47,
1971-03-29,2.4194,357.44,
1971-03-30,2.4181,357.49,
1971-03-31,2.4168,357.42,
1971-04-01,2.4147,357.49,
1971-04-02,2.4125,357.53,
1971-04-05,2.4161,357.50,
1971-04-06,2.4189,357.46,
1971-04-07,2.4170,357.55,
1971-04-08,2.4167,357.55,
1971-04-09,2.4167,357.50,
1971-04-12,2.4169,357.50,
1971-04-13,2.4167,357.62,
1971-04-14,2.4180,357.58,
1971-04-15,2.4187,357.50,
1971-04-16,2.4186,357.54,
1971-04-19,2.4193,357.49,
1971-04-20,2.4193,357.49,
1971-04-21,2.4196,357.49,
1971-04-22,2.4187,357.49,
1971-04-23,2.4189,357.49,
1971-04-26,2.4188,357.50,
1971-04-27,2.4190,357.49,
1971-04-28,2.4195,357.50,
1971-04-29,2.4192,357.41,
1971-04-30,2.4193,357.40,
1971-05-03,2.4189,357.41,
1971-05-04,2.4185,357.40,
1971-05-05,2.4194,357.40,
1971-05-06,2.4185,357.41,
1971-05-07,2.4188,357.41,
1971-05-10,2.4173,357.14,
1971-05-11,2.4170,357.44,
1971-05-12,2.4183,357.53,
1971-05-13,2.4183,357.49,
1971-05-14,2.4186,357.49,
1971-05-17,2.4193,357.40,
1971-05-18,2.4190,357.44,
1971-05-19,2.4194,357.40,
1971-05-20,2.4193,357.46,
1971-05-21,2.4194,357.40,
1971-05-24,2.4194,357.40,
1971-05-25,2.4190,357.40,
1971-05-26,2.4194,357.44,
1971-05-27,2.4187,357.40,
1971-05-28,2.4178,357.40,
1971-05-31,.,.,
1971-06-01,2.4162,357.46,
1971-06-02,2.4170,357.40,
1971-06-03,2.4188,357.46,
1971-06-04,2.4190,357.40,
1971-06-07,2.4192,357.40,
1971-06-08,2.4188,357.40,
1971-06-09,2.4194,357.40,
1971-06-10,2.4193,357.40,
1971-06-11,2.4194,357.40,
1971-06-14,2.4186,357.40,
1971-06-15,2.4187,357.46,
1971-06-16,2.4193,357.46,
1971-06-17,2.4189,357.46,
1971-06-18,2.4191,357.40,
1971-06-21,2.4191,357.40,
1971-06-22,2.4190,357.40,
1971-06-23,2.4195,357.40,
1971-06-24,2.4191,357.40,
1971-06-25,2.4191,357.40,
1971-06-28,2.4185,357.37,
1971-06-29,2.4190,357.39,
1971-06-30,2.4196,357.40,
1971-07-01,2.4190,357.40,
1971-07-02,2.4190,357.40,
1971-07-05,.,.,
1971-07-06,2.4181,357.45,
1971-07-07,2.4187,357.46,
1971-07-08,2.4185,357.46,
1971-07-09,2.4183,357.40,
1971-07-12,2.4182,357.41,
1971-07-13,2.4180,357.44,
1971-07-14,2.4187,357.40,
1971-07-15,2.4187,357.40,
1971-07-16,2.4189,357.40,
1971-07-19,2.4183,357.39,
1971-07-20,2.4182,357.39,
1971-07-21,2.4191,357.40,
1971-07-22,2.4188,357.37,
1971-07-23,2.4190,357.36,
1971-07-26,2.4180,357.40,
1971-07-27,2.4178,357.37,
1971-07-28,2.4185,357.40,
1971-07-29,2.4184,357.40,
1971-07-30,2.4184,357.39,
1971-08-02,2.4175,357.41,
1971-08-03,2.4170,357.37,
1971-08-04,2.4193,357.37,
1971-08-05,2.4183,357.37,
1971-08-06,2.4185,357.37,
1971-08-09,2.4192,357.35,
1971-08-10,2.4187,357.39,
1971-08-11,2.4197,357.35,
1971-08-12,2.4196,357.40,
1971-08-13,2.4195,357.35,
1971-08-16,.,.,
1971-08-17,.,.,
1971-08-18,.,.,
1971-08-19,.,.,
1971-08-20,.,.,
1971-08-23,2.4350,.,
1971-08-24,2.4447,.,
1971-08-25,2.4589,.,
1971-08-26,2.4723,.,
1971-08-27,2.4693,.,
1971-08-30,2.4677,.,
1971-08-31,2.4535,339.85,
1971-09-01,2.4541,341.01,
1971-09-02,2.4576,338.98,
1971-09-03,2.4590,340.14,
1971-09-06,.,.,
1971-09-07,2.4583,339.79,
1971-09-08,2.4584,339.39,
1971-09-09,2.4587,339.07,
1971-09-10,2.4592,338.81,
1971-09-13,2.4602,338.98,
1971-09-14,2.4670,338.24,
1971-09-15,2.4709,338.41,
1971-09-16,2.4710,337.84,
1971-09-17,2.4720,337.95,
1971-09-20,2.4743,337.27,
1971-09-21,2.4733,337.34,
1971-09-22,2.4740,337.44,
1971-09-23,2.4805,337.27,
1971-09-24,2.4825,336.98,
1971-09-27,2.4803,336.25,
1971-09-28,2.4782,336.36,
1971-09-29,2.4838,335.57,
1971-09-30,2.4847,335.35,
1971-10-01,2.4892,333.39,
1971-10-04,2.4889,333.17,
1971-10-05,2.4894,333.14,
1971-10-06,2.4882,332.65,
1971-10-07,2.4894,332.61,
1971-10-08,2.4802,332.37,
1971-10-11,.,.,
1971-10-12,2.4895,330.52,
1971-10-13,2.4891,331.40,
1971-10-14,2.4806,330.85,
1971-10-15,2.4889,330.58,
1971-10-18,2.4894,329.60,
1971-10-19,2.4893,330.85,
1971-10-20,2.4912,331.07,
1971-10-21,2.4921,330.79,
1971-10-22,2.4927,330.36,
1971-10-25,.,.,
1971-10-26,2.4940,329.00,
1971-10-27,2.4945,329.54,
1971-10-28,2.4938,329.71,
1971-10-29,2.4914,329.50,
1971-11-01,2.4927,329.45,
1971-11-02,.,.,
1971-11-03,2.4930,329.50,
1971-11-04,2.4928,330.87,
1971-11-05,2.4936,329.16,
1971-11-08,2.4931,329.22,
1971-11-09,2.4926,329.16,
1971-11-10,2.4925,329.11,
1971-11-11,2.4934,329.11,
1971-11-12,2.4937,329.49,
1971-11-15,2.4930,328.73,
1971-11-16,2.4929,328.62,
1971-11-17,2.4938,328.80,
1971-11-18,2.4935,328.68,
1971-11-19,2.4938,328.40,
1971-11-22,2.4937,328.41,
1971-11-23,2.4939,328.19,
1971-11-24,2.4935,328.04,
1971-11-25,.,.,
1971-11-26,2.4937,327.60,
1971-11-29,2.4938,327.06,
1971-11-30,2.4937,327.44,
1971-12-01,2.4939,327.60,
1971-12-02,2.4930,326.00,
1971-12-03,2.4985,325.10,
1971-12-06,2.4978,326.53,
1971-12-07,2.5011,323.62,
1971-12-08,2.5079,323.50,
1971-12-09,2.5175,323.52,
1971-12-10,2.5182,323.10,
1971-12-13,2.5190,322.79,
1971-12-14,2.5189,322.58,
1971-12-15,2.5192,321.54,
1971-12-16,2.5197,320.00,
1971-12-17,2.5292,320.36,
1971-12-20,.,.,
1971-12-21,2.5537,314.98,
1971-12-22,2.5538,314.96,
1971-12-23,2.5485,315.01,
1971-12-24,2.5477,315.21,
1971-12-27,2.5482,314.96,
1971-12-28,2.5473,315.01,
1971-12-29,2.5474,315.21,
1971-12-30,2.5536,315.01,
1971-12-31,2.5520,315.01,
1972-01-03,2.5520,314.86,
1972-01-04,2.5505,314.96,
1972-01-05,2.5510,314.86,
1972-01-06,2.5502,312.01,
1972-01-07,2.5502,312.50,
1972-01-10,2.5498,312.99,
1972-01-11,2.5490,314.47,
1972-01-12,2.5504,313.48,
1972-01-13,2.5541,313.97,
1972-01-14,2.5720,312.99,
1972-01-17,2.5850,313.38,
1972-01-18,2.5800,312.89,
1972-01-19,2.5801,312.79,
1972-01-20,2.5815,312.01,
1972-01-21,2.5824,312.30,
1972-01-24,2.5873,312.21,
1972-01-25,2.5903,311.82,
1972-01-26,2.5894,311.53,
1972-01-27,2.5903,310.08,
1972-01-28,2.5914,310.46,
1972-01-31,2.5937,310.56,
1972-02-01,2.5998,310.37,
1972-02-02,2.6067,308.55,
1972-02-03,2.6046,309.12,
1972-02-04,2.6000,308.64,
1972-02-07,2.6029,308.17,
1972-02-08,2.6037,307.69,
1972-02-09,2.6050,304.79,
1972-02-10,2.6059,304.69,
1972-02-11,2.6055,304.69,
1972-02-14,2.5952,304.23,
1972-02-15,2.5937,304.14,
1972-02-16,2.6045,303.95,
1972-02-17,2.6050,303.95,
1972-02-18,2.6055,303.49,
1972-02-21,.,.,
1972-02-22,2.6050,302.85,
1972-02-23,2.6062,302.48,
1972-02-24,2.6070,302.11,
1972-02-25,2.6054,302.48,
1972-02-28,2.6057,303.95,
1972-02-29,2.6059,303.40,
1972-03-01,2.6058,303.21,
1972-03-02,2.6058,303.03,
1972-03-03,2.6077,302.66,
1972-03-06,2.6112,302.75,
1972-03-07,2.6213,302.30,
1972-03-08,2.6257,302.02,
1972-03-09,2.6440,301.66,
1972-03-10,2.6409,301.93,
1972-03-13,2.6387,302.30,
1972-03-14,2.6290,302.21,
1972-03-15,2.6210,302.11,
1972-03-16,2.6200,302.02,
1972-03-17,2.6100,302.11,
1972-03-20,2.6105,302.30,
1972-03-21,2.6175,302.11,
1972-03-22,2.6168,302.11,
1972-03-23,2.6096,301.93,
1972-03-24,2.6065,302.30,
1972-03-27,2.6107,302.57,
1972-03-28,2.6150,302.85,
1972-03-29,2.6160,303.77,
1972-03-30,2.6152,303.77,
1972-03-31,2.6163,304.32,
1972-04-03,2.6160,304.14,
1972-04-04,2.6128,304.97,
1972-04-05,2.6120,305.16,
1972-04-06,2.6093,304.88,
1972-04-07,2.6088,303.21,
1972-04-10,2.6082,302.11,
1972-04-11,2.6115,302.30,
1972-04-12,2.6125,302.43,
1972-04-13,2.6102,302.57,
1972-04-14,2.6086,302.94,
1972-04-17,2.6082,302.57,
1972-04-18,2.6068,302.39,
1972-04-19,2.6068,302.94,
1972-04-20,2.6093,303.03,
1972-04-21,2.6084,303.21,
1972-04-24,2.6099,305.16,
1972-04-25,2.6111,304.32,
1972-04-26,2.6110,303.77,
1972-04-27,2.6116,304.23,
1972-04-28,2.6110,304.88,
1972-05-01,2.6110,304.41,
1972-05-02,2.6108,304.23,
1972-05-03,2.6115,304.32,
1972-05-04,2.6112,304.23,
1972-05-05,2.6105,304.32,
1972-05-08,2.6107,305.06,
1972-05-09,2.6139,304.97,
1972-05-10,2.6152,303.77,
1972-05-11,2.6128,303.58,
1972-05-12,2.6130,303.86,
1972-05-15,2.6122,304.32,
1972-05-16,2.6113,304.41,
1972-05-17,2.6136,304.51,
1972-05-18,2.6135,304.60,
1972-05-19,2.6132,304.04,
1972-05-22,2.6133,304.41,
1972-05-23,2.6128,304.23,
1972-05-24,2.6133,304.32,
1972-05-25,2.6116,304.32,
1972-05-26,2.6126,304.41,
1972-05-29,.,.,
1972-05-30,2.6125,305.34,
1972-05-31,2.6130,304.69,
1972-06-01,2.6125,304.41,
1972-06-02,2.6117,304.23,
1972-06-05,2.6114,304.69,
1972-06-06,2.6109,304.51,
1972-06-07,2.6115,304.41,
1972-06-08,2.6112,304.32,
1972-06-09,2.6112,304.23,
1972-06-12,2.6070,304.51,
1972-06-13,2.6076,304.04,
1972-06-14,2.6080,303.95,
1972-06-15,2.6008,304.04,
1972-06-16,2.5913,303.95,
1972-06-19,2.5910,303.86,
1972-06-20,2.5850,303.40,
1972-06-21,2.5760,302.94,
1972-06-22,2.5720,302.07,
1972-06-23,2.5000,294.12,
1972-06-26,2.5195,298.51,
1972-06-27,2.4925,298.51,
1972-06-28,2.4850,296.74,
1972-06-29,2.4635,300.75,
1972-06-30,2.4410,300.93,
1972-07-03,2.4210,300.84,
1972-07-04,.,.,
1972-07-05,2.4460,300.03,
1972-07-06,2.4355,300.57,
1972-07-07,2.4385,300.93,
1972-07-10,2.4420,301.30,
1972-07-11,2.4410,301.57,
1972-07-12,2.4455,301.20,
1972-07-13,2.4537,301.02,
1972-07-14,2.4465,301.20,
1972-07-17,2.4445,301.02,
1972-07-18,2.4445,300.75,
1972-07-19,2.4455,301.20,
1972-07-20,2.4470,300.93,
1972-07-21,2.4505,301.11,
1972-07-24,2.4458,301.20,
1972-07-25,2.4482,300.75,
1972-07-26,2.4483,301.20,
1972-07-27,2.4505,301.20,
1972-07-28,2.4490,301.20,
1972-07-31,2.4498,301.39,
1972-08-01,2.4485,301.20,
1972-08-02,2.4505,301.20,
1972-08-03,2.4497,301.20,
1972-08-04,2.4505,300.93,
1972-08-07,2.4505,301.11,
1972-08-08,2.4527,301.20,
1972-08-09,2.4540,301.20,
1972-08-10,2.4525,301.11,
1972-08-11,2.4522,301.11,
1972-08-14,2.4523,301.11,
1972-08-15,2.4534,301.20,
1972-08-16,2.4542,301.20,
1972-08-17,2.4523,301.20,
1972-08-18,2.4509,301.20,
1972-08-21,2.4498,301.11,
1972-08-22,2.4461,301.20,
1972-08-23,2.4476,301.20,
1972-08-24,2.4460,301.20,
1972-08-25,2.4465,301.20,
1972-08-28,2.4464,301.20,
1972-08-29,2.4497,301.20,
1972-08-30,2.4509,301.11,
1972-08-31,2.4483,301.11,
1972-09-01,2.4489,301.11,
1972-09-04,.,.,
1972-09-05,2.4485,301.20,
1972-09-06,2.4496,301.20,
1972-09-07,2.4485,301.11,
1972-09-08,2.4467,301.11,
1972-09-11,2.4464,301.20,
1972-09-12,2.4461,301.11,
1972-09-13,2.4472,301.11,
1972-09-14,2.4476,301.11,
1972-09-15,2.4470,301.11,
1972-09-18,2.4465,301.11,
1972-09-19,2.4429,301.11,
1972-09-20,2.4440,301.11,
1972-09-21,2.4432,301.11,
1972-09-22,2.4340,301.11,
1972-09-25,2.4329,301.11,
1972-09-26,2.4307,301.11,
1972-09-27,2.4284,301.02,
1972-09-28,2.4223,301.11,
1972-09-29,2.4195,301.11,
1972-10-02,2.4242,301.11,
1972-10-03,2.4231,301.11,
1972-10-04,2.4240,301.11,
1972-10-05,2.4232,301.11,
1972-10-06,2.4217,300.93,
1972-10-09,.,.,
1972-10-10,2.4191,300.93,
1972-10-11,2.4204,301.02,
1972-10-12,2.4185,301.02,
1972-10-13,2.4179,301.11,
1972-10-16,2.4055,301.11,
1972-10-17,2.4074,301.11,
1972-10-18,2.4080,301.11,
1972-10-19,2.3925,301.02,
1972-10-20,2.3926,300.75,
1972-10-23,.,.,
1972-10-24,2.3755,301.02,
1972-10-25,2.3610,301.20,
1972-10-26,2.3440,300.84,
1972-10-27,2.3460,300.48,
1972-10-30,2.3300,301.02,
1972-10-31,2.3405,301.11,
1972-11-01,2.3565,301.02,
1972-11-02,2.3532,300.66,
1972-11-03,2.3450,299.94,
1972-11-06,2.3565,301.02,
1972-11-07,.,.,
1972-11-08,2.3510,301.02,
1972-11-09,2.3447,301.02,
1972-11-10,2.3480,300.93,
1972-11-13,2.3490,301.02,
1972-11-14,2.3504,301.02,
1972-11-15,2.3554,301.11,
1972-11-16,2.3595,301.11,
1972-11-17,2.3504,301.02,
1972-11-20,2.3510,301.11,
1972-11-21,2.3518,301.11,
1972-11-22,2.3509,301.11,
1972-11-23,.,.,
1972-11-24,2.3498,301.02,
1972-11-27,2.3506,301.11,
1972-11-28,2.3519,301.20,
1972-11-29,2.3528,301.11,
1972-11-30,2.3522,301.11,
1972-12-01,2.3474,301.11,
1972-12-04,2.3478,301.11,
1972-12-05,2.3446,301.11,
1972-12-06,2.3443,301.11,
1972-12-07,2.3405,301.11,
1972-12-08,2.3432,301.11,
1972-12-11,2.3380,301.07,
1972-12-12,2.3381,301.11,
1972-12-13,2.3400,301.11,
1972-12-14,2.3415,301.11,
1972-12-15,2.3470,301.11,
1972-12-18,2.3478,301.11,
1972-12-19,2.3438,301.11,
1972-12-20,2.3462,301.11,
1972-12-21,2.3447,301.11,
1972-12-22,2.3475,301.11,
1972-12-25,.,.,
1972-12-26,2.3486,301.39,
1972-12-27,2.3504,302.02,
1972-12-28,2.3476,302.02,
1972-12-29,2.3480,301.66,
1973-01-01,.,.,
1973-01-02,2.3472,301.39,
1973-01-03,2.3487,301.43,
1973-01-04,2.3503,301.20,
1973-01-05,2.3517,301.30,
1973-01-08,2.3510,302.21,
1973-01-09,2.3514,302.07,
1973-01-10,2.3525,301.84,
1973-01-11,2.3513,301.48,
1973-01-12,2.3518,301.66,
1973-01-15,2.3509,301.66,
1973-01-16,2.3509,301.93,
1973-01-17,2.3527,302.11,
1973-01-18,2.3531,302.21,
1973-01-19,2.3525,302.57,
1973-01-22,2.3535,302.48,
1973-01-23,2.3553,301.66,
1973-01-24,2.3595,302.11,
1973-01-25,2.3605,301.84,
1973-01-26,2.3610,301.75,
1973-01-29,2.3710,301.66,
1973-01-30,2.3790,301.39,
1973-01-31,2.3817,301.39,
1973-02-01,2.3871,300.93,
1973-02-02,2.3640,299.58,
1973-02-05,2.3808,300.75,
1973-02-06,2.3790,299.85,
1973-02-07,2.3830,299.85,
1973-02-08,2.3828,299.40,
1973-02-09,2.3818,293.26,
1973-02-12,.,.,
1973-02-13,2.4400,266.67,
1973-02-14,2.4700,265.96,
1973-02-15,2.4500,263.02,
1973-02-16,2.4331,263.85,
1973-02-19,.,.,
1973-02-20,2.4385,265.96,
1973-02-21,2.4420,264.90,
1973-02-22,2.4610,265.46,
1973-02-23,2.4740,264.90,
1973-02-26,2.4650,265.60,
1973-02-27,2.4680,265.96,
1973-02-28,2.4900,265.67,
1973-03-01,2.5000,265.60,
1973-03-02,2.5000,262.12,
1973-03-05,2.4470,259.07,
1973-03-06,2.4620,261.78,
1973-03-07,2.4720,261.92,
1973-03-08,2.4730,261.44,
1973-03-09,2.4705,260.42,
1973-03-12,2.4700,257.07,
1973-03-13,2.4685,254.97,
1973-03-14,2.4640,254.45,
1973-03-15,2.4640,255.75,
1973-03-16,2.4570,260.08,
1973-03-19,2.4600,263.16,
1973-03-20,2.4665,263.16,
1973-03-21,2.4737,263.16,
1973-03-22,2.4740,263.50,
1973-03-23,2.4737,266.03,
1973-03-26,2.4767,265.53,
1973-03-27,2.4814,265.39,
1973-03-28,2.4814,265.60,
1973-03-29,2.4820,265.67,
1973-03-30,2.4755,265.96,
1973-04-02,2.4776,266.03,
1973-04-03,2.4762,265.46,
1973-04-04,2.4814,264.97,
1973-04-05,2.4825,264.55,
1973-04-06,2.4830,264.76,
1973-04-09,2.4837,265.53,
1973-04-10,2.4867,265.53,
1973-04-11,2.4878,265.67,
1973-04-12,2.4834,266.03,
1973-04-13,2.4805,265.89,
1973-04-16,2.4822,265.60,
1973-04-17,2.4845,265.46,
1973-04-18,2.4823,265.46,
1973-04-19,2.4837,265.53,
1973-04-20,2.4848,265.60,
1973-04-23,2.4845,265.60,
1973-04-24,2.4836,265.46,
1973-04-25,2.4880,265.46,
1973-04-26,2.4863,265.60,
1973-04-27,2.4867,265.60,
1973-04-30,2.4890,265.53,
1973-05-01,2.4883,265.53,
1973-05-02,2.4935,265.53,
1973-05-03,2.4893,265.53,
1973-05-04,2.4896,265.53,
1973-05-07,2.4913,265.53,
1973-05-08,2.4984,265.67,
1973-05-09,2.5044,265.04,
1973-05-10,2.5055,265.04,
1973-05-11,2.5110,265.46,
1973-05-14,2.5390,264.76,
1973-05-15,2.5640,262.47,
1973-05-16,2.5435,262.95,
1973-05-17,2.5470,264.48,
1973-05-18,2.5505,264.27,
1973-05-21,2.5695,262.95,
1973-05-22,2.5605,263.57,
1973-05-23,2.5555,264.20,
1973-05-24,2.5460,264.55,
1973-05-25,2.5395,264.83,
1973-05-28,.,.,
1973-05-29,2.5560,264.90,
1973-05-30,2.5645,264.83,
1973-05-31,2.5661,264.69,
1973-06-01,2.5730,264.06,
1973-06-04,2.5830,262.88,
1973-06-05,2.5800,262.88,
1973-06-06,2.5700,264.13,
1973-06-07,2.5730,264.27,
1973-06-08,2.5740,264.41,
1973-06-11,2.5725,264.69,
1973-06-12,2.5742,264.69,
1973-06-13,2.5730,264.62,
1973-06-14,2.5770,264.69,
1973-06-15,2.5800,264.69,
1973-06-18,2.5810,264.69,
1973-06-19,2.5710,264.83,
1973-06-20,2.5740,264.97,
1973-06-21,2.5730,265.04,
1973-06-22,2.5740,265.04,
1973-06-25,2.5750,265.18,
1973-06-26,2.5770,265.18,
1973-06-27,2.5805,265.18,
1973-06-28,2.5830,265.18,
1973-06-29,2.5810,263.16,
1973-07-02,2.5802,265.25,
1973-07-03,2.5790,265.04,
1973-07-04,.,.,
1973-07-05,2.5735,265.11,
1973-07-06,2.5575,262.12,
1973-07-09,2.5580,259.40,
1973-07-10,2.5470,263.16,
1973-07-11,2.5470,264.83,
1973-07-12,2.5443,264.76,
1973-07-13,2.5420,265.04,
1973-07-16,2.5465,265.11,
1973-07-17,2.5440,265.25,
1973-07-18,2.5445,265.11,
1973-07-19,2.5335,265.18,
1973-07-20,2.5395,265.60,
1973-07-23,2.5350,266.17,
1973-07-24,2.5205,265.60,
1973-07-25,2.5035,265.53,
1973-07-26,2.4850,265.60,
1973-07-27,2.5040,264.76,
1973-07-30,2.5035,263.57,
1973-07-31,2.4990,263.44,
1973-08-01,2.5170,263.44,
1973-08-02,2.5150,264.76,
1973-08-03,2.5085,265.39,
1973-08-06,2.4925,265.11,
1973-08-07,2.4970,265.25,
1973-08-08,2.5000,265.18,
1973-08-09,2.4810,265.11,
1973-08-10,2.4750,265.25,
1973-08-13,2.4750,265.46,
1973-08-14,2.4695,265.46,
1973-08-15,2.4620,265.46,
1973-08-16,2.4590,265.39,
1973-08-17,2.4635,265.53,
1973-08-20,2.4770,265.60,
1973-08-21,2.4690,265.18,
1973-08-22,2.4655,265.25,
1973-08-23,2.4570,265.25,
1973-08-24,2.4585,265.25,
1973-08-27,2.4610,265.32,
1973-08-28,2.4575,265.32,
1973-08-29,2.4650,265.32,
1973-08-30,2.4570,265.39,
1973-08-31,2.4580,265.39,
1973-09-03,.,.,
1973-09-04,2.4410,265.46,
1973-09-05,2.4220,265.39,
1973-09-06,2.4220,265.39,
1973-09-07,2.4185,265.39,
1973-09-10,2.4125,265.39,
1973-09-11,2.4085,265.46,
1973-09-12,2.4065,265.60,
1973-09-13,2.4135,265.60,
1973-09-14,2.4115,265.60,
1973-09-17,2.4110,265.53,
1973-09-18,2.4165,265.53,
1973-09-19,2.4180,265.46,
1973-09-20,2.4210,265.39,
1973-09-21,2.4240,265.25,
1973-09-24,2.4225,265.39,
1973-09-25,2.4225,265.46,
1973-09-26,2.4230,265.53,
1973-09-27,2.4193,265.60,
1973-09-28,2.4135,265.60,
1973-10-01,2.4135,265.60,
1973-10-02,2.4115,265.75,
1973-10-03,2.4138,265.89,
1973-10-04,2.4128,265.96,
1973-10-05,2.4130,266.17,
1973-10-08,.,.,
1973-10-09,2.4118,266.31,
1973-10-10,2.4205,266.31,
1973-10-11,2.4255,266.24,
1973-10-12,2.4260,266.24,
1973-10-15,2.4325,266.45,
1973-10-16,2.4380,266.45,
1973-10-17,2.4525,266.38,
1973-10-18,2.4445,266.31,
1973-10-19,2.4370,266.38,
1973-10-22,.,.,
1973-10-23,2.4455,266.45,
1973-10-24,2.4425,266.38,
1973-10-25,2.4420,266.45,
1973-10-26,2.4355,266.67,
1973-10-29,2.4235,266.74,
1973-10-30,2.4325,266.95,
1973-10-31,2.4385,266.95,
1973-11-01,2.4345,270.27,
1973-11-02,2.4345,276.01,
1973-11-05,2.4300,275.18,
1973-11-06,.,.,
1973-11-07,2.4225,275.18,
1973-11-08,2.4187,275.25,
1973-11-09,2.4015,275.33,
1973-11-12,2.3880,275.25,
1973-11-13,2.3925,280.19,
1973-11-14,2.3970,280.66,
1973-11-15,2.3970,280.27,
1973-11-16,2.3855,280.11,
1973-11-19,2.3900,280.11,
1973-11-20,2.3910,280.43,
1973-11-21,2.3915,280.11,
1973-11-22,.,.,
1973-11-23,2.3460,280.66,
1973-11-26,2.3430,280.11,
1973-11-27,2.3575,280.11,
1973-11-28,2.3360,279.80,
1973-11-29,2.3400,280.11,
1973-11-30,2.3430,280.11,
1973-12-03,2.3400,280.11,
1973-12-04,2.3345,280.11,
1973-12-05,2.3375,280.11,
1973-12-06,2.3370,280.11,
1973-12-07,2.3260,280.11,
1973-12-10,2.3125,280.11,
1973-12-11,2.3065,280.11,
1973-12-12,2.3125,280.03,
1973-12-13,2.3165,280.11,
1973-12-14,2.3100,280.11,
1973-12-17,2.3070,280.11,
1973-12-18,2.3085,280.11,
1973-12-19,2.3100,280.11,
1973-12-20,2.3080,280.11,
1973-12-21,2.3075,280.11,
1973-12-24,2.3105,280.35,
1973-12-25,.,.,
1973-12-26,2.3095,280.27,
1973-12-27,2.3130,280.66,
1973-12-28,2.3180,280.43,
1973-12-31,2.3225,280.27,
1974-01-01,.,.,
1974-01-02,2.3045,280.82,
1974-01-03,2.2855,283.69,
1974-01-04,2.2760,282.09,
1974-01-07,2.2265,300.30,
1974-01-08,2.2295,299.94,
1974-01-09,2.2410,299.94,
1974-01-10,2.2375,299.94,
1974-01-11,2.2485,300.03,
1974-01-14,2.2310,300.12,
1974-01-15,2.1910,300.12,
1974-01-16,2.1775,300.12,
1974-01-17,2.1800,300.12,
1974-01-18,2.1860,300.12,
1974-01-21,2.1735,305.34,
1974-01-22,2.1820,304.88,
1974-01-23,2.1850,303.58,
1974-01-24,2.2015,300.12,
1974-01-25,2.2040,299.80,
1974-01-28,2.2060,299.85,
1974-01-29,2.2200,300.03,
1974-01-30,2.2550,299.22,
1974-01-31,2.2860,298.77,
1974-02-01,2.2765,298.86,
1974-02-04,2.2635,297.00,
1974-02-05,2.2480,293.69,
1974-02-06,2.2335,297.62,
1974-02-07,2.2425,296.82,
1974-02-08,2.2385,296.30,
1974-02-11,2.2425,295.51,
1974-02-12,.,.,
1974-02-13,2.2665,291.89,
1974-02-14,2.2735,291.55,
1974-02-15,2.2780,293.17,
1974-02-18,.,.,
1974-02-19,2.2820,290.11,
1974-02-20,2.2875,289.02,
1974-02-21,2.2950,282.09,
1974-02-22,2.3155,280.58,
1974-02-25,2.2920,283.37,
1974-02-26,2.3110,286.53,
1974-02-27,2.3005,287.03,
1974-02-28,2.3015,288.43,
1974-03-01,2.2860,292.06,
1974-03-04,2.2795,292.74,
1974-03-05,2.3240,289.44,
1974-03-06,2.3300,287.03,
1974-03-07,2.3225,286.86,
1974-03-08,2.3220,287.19,
1974-03-11,2.3220,285.71,
1974-03-12,2.3270,281.69,
1974-03-13,2.3480,282.33,
