DATE,DEXUSUK,DEXJPUS,DEXUSEU
2001-08-27,1.4430,120.12,0.9098
2001-08-28,1.4501,120.48,0.9102
2001-08-29,1.4515,119.79,0.9097
2001-08-30,1.4577,119.40,0.9154
2001-08-31,1.4510,118.75,0.9090
2001-09-03,.,.,.
2001-09-04,1.4444,119.49,0.8868
2001-09-05,1.4553,120.76,0.8897
2001-09-06,1.4561,120.95,0.8943
2001-09-07,1.4626,120.07,0.9044
2001-09-10,1.4585,121.08,0.8988
2001-09-11,.,.,.
2001-09-12,1.4666,119.53,0.9069
2001-09-13,1.4697,118.81,0.9089
2001-09-14,1.4678,117.38,0.9199
2001-09-17,1.4661,117.59,0.9198
2001-09-18,1.4635,117.32,0.9233
2001-09-19,1.4714,117.30,0.9310
2001-09-20,1.4642,115.89,0.9255
2001-09-21,1.4547,116.73,0.9099
2001-09-24,1.4616,117.52,0.9135
2001-09-25,1.4692,117.78,0.9222
2001-09-26,1.4745,117.89,0.9231
2001-09-27,1.4733,119.69,0.9181
2001-09-28,1.4691,119.23,0.9099
2001-10-01,1.4785,120.27,0.9159
2001-10-02,1.4618,120.78,0.9149
2001-10-03,1.4756,120.67,0.9181
2001-10-04,1.4774,120.63,0.9141
2001-10-05,1.4795,120.37,0.9168
2001-10-08,.,.,.
2001-10-09,1.4605,120.20,0.9150
2001-10-10,1.4490,120.43,0.9118
2001-10-11,1.4415,121.57,0.9008
2001-10-12,1.4518,120.93,0.9078
2001-10-15,1.4470,120.94,0.9077
2001-10-16,1.4478,121.27,0.9094
2001-10-17,1.4505,121.05,0.9065
2001-10-18,1.4440,121.18,0.9025
2001-10-19,1.4372,121.15,0.8987
2001-10-22,1.4265,122.45,0.8906
2001-10-23,1.4214,122.83,0.8893
2001-10-24,1.4263,122.86,0.8925
2001-10-25,1.4306,122.72,0.8965
2001-10-26,1.4348,122.99,0.8921
2001-10-29,1.4525,122.08,0.9037
2001-10-30,1.4546,122.07,0.9060
2001-10-31,1.4534,122.54,0.8993
2001-11-01,1.4620,121.87,0.9044
2001-11-02,1.4615,121.68,0.9037
2001-11-05,1.4570,121.72,0.8963
2001-11-06,1.4591,121.15,0.8975
2001-11-07,1.4650,121.05,0.8999
2001-11-08,1.4540,119.98,0.8910
2001-11-09,1.4574,120.25,0.8935
2001-11-12,.,.,.
2001-11-13,1.4425,121.45,0.8811
2001-11-14,1.4429,121.67,0.8829
2001-11-15,1.4310,122.40,0.8813
2001-11-16,1.4278,122.67,0.8849
2001-11-19,1.4107,123.27,0.8781
2001-11-20,1.4180,122.62,0.8832
2001-11-21,1.4154,123.19,0.8781
2001-11-22,.,.,.
2001-11-23,1.4095,124.44,0.8770
2001-11-26,1.4125,124.20,0.8811
2001-11-27,1.4137,124.17,0.8812
2001-11-28,1.4235,123.29,0.8863
2001-11-29,1.4232,123.82,0.8879
2001-11-30,1.4255,123.22,0.8958
2001-12-03,1.4217,123.90,0.8897
2001-12-04,1.4216,124.28,0.8898
2001-12-05,1.4164,124.40,0.8856
2001-12-06,1.4250,124.83,0.8916
2001-12-07,1.4315,125.66,0.8905
2001-12-10,1.4342,126.27,0.8884
2001-12-11,1.4365,126.23,0.8904
2001-12-12,1.4440,126.52,0.8945
2001-12-13,1.4454,126.32,0.8976
2001-12-14,1.4547,127.24,0.9044
2001-12-17,1.4588,127.54,0.9040
2001-12-18,1.4565,127.97,0.9019
2001-12-19,1.4508,128.20,0.8997
2001-12-20,1.4464,128.55,0.8972
2001-12-21,1.4385,129.48,0.8864
2001-12-24,1.4385,129.90,0.8773
2001-12-25,.,.,.
2001-12-26,1.4490,130.79,0.8778
2001-12-27,1.4540,131.47,0.8843
2001-12-28,1.4475,131.30,0.8822
2001-12-31,1.4543,131.04,0.8901
2002-01-01,.,.,.
2002-01-02,1.4451,132.02,0.9031
2002-01-03,1.4400,131.76,0.8992
2002-01-04,1.4455,131.02,0.8946
2002-01-07,1.4385,130.93,0.8931
2002-01-08,1.4426,132.53,0.8925
2002-01-09,1.4373,132.62,0.8882
2002-01-10,1.4433,132.61,0.8925
2002-01-11,1.4448,132.17,0.8905
2002-01-14,1.4482,131.83,0.8935
2002-01-15,1.4450,131.14,0.8913
2002-01-16,1.4375,131.77,0.8834
2002-01-17,1.4348,132.13,0.8800
2002-01-18,1.4365,132.64,0.8844
2002-01-21,.,.,.
2002-01-22,1.4295,133.98,0.8838
2002-01-23,1.4273,134.25,0.8836
2002-01-24,1.4229,134.64,0.8782
2002-01-25,1.4096,134.47,0.8655
2002-01-28,1.4074,133.43,0.8605
2002-01-29,1.4132,133.51,0.8643
2002-01-30,1.4160,132.84,0.8648
2002-01-31,1.4120,134.06,0.8594
2002-02-01,1.4158,133.77,0.8613
2002-02-04,1.4197,132.71,0.8685
2002-02-05,1.4170,133.90,0.8672
2002-02-06,1.4138,133.72,0.8693
2002-02-07,1.4117,133.49,0.8690
2002-02-08,1.4176,134.77,0.8727
2002-02-11,1.4237,133.62,0.8778
2002-02-12,1.4322,132.82,0.8768
2002-02-13,1.4298,133.23,0.8730
2002-02-14,1.4285,132.26,0.8713
2002-02-15,1.4315,132.76,0.8730
2002-02-18,.,.,.
2002-02-19,1.4302,133.45,0.8764
2002-02-20,1.4269,133.76,0.8705
2002-02-21,1.4253,134.27,0.8712
2002-02-22,1.4301,133.85,0.8757
2002-02-25,1.4263,133.89,0.8713
2002-02-26,1.4225,134.35,0.8682
2002-02-27,1.4165,134.63,0.8642
2002-02-28,1.4129,133.96,0.8658
2002-03-01,1.4190,133.35,0.8652
2002-03-04,1.4228,132.20,0.8705
2002-03-05,1.4212,132.31,0.8699
2002-03-06,1.4238,130.85,0.8772
2002-03-07,1.4245,127.07,0.8795
2002-03-08,1.4227,128.21,0.8752
2002-03-11,1.4220,128.08,0.8768
2002-03-12,1.4146,128.67,0.8759
2002-03-13,1.4157,129.43,0.8770
2002-03-14,1.4200,128.94,0.8816
2002-03-15,1.4238,129.10,0.8823
2002-03-18,1.4256,131.27,0.8826
2002-03-19,1.4213,132.30,0.8805
2002-03-20,1.4260,131.60,0.8836
2002-03-21,1.4287,131.86,0.8836
2002-03-22,1.4263,132.88,0.8791
2002-03-25,1.4255,133.46,0.8768
2002-03-26,1.4270,132.78,0.8767
2002-03-27,1.4238,132.61,0.8726
2002-03-28,1.4242,132.61,0.8711
2002-03-29,1.4250,132.70,0.8717
2002-04-01,1.4407,133.32,0.8806
2002-04-02,1.4358,133.40,0.8782
2002-04-03,1.4350,132.65,0.8804
2002-04-04,1.4349,132.30,0.8779
2002-04-05,1.4350,131.73,0.8805
2002-04-08,1.4310,131.27,0.8750
2002-04-09,1.4345,131.03,0.8793
2002-04-10,1.4365,130.75,0.8794
2002-04-11,1.4382,131.55,0.8829
2002-04-12,1.4371,132.09,0.8792
2002-04-15,1.4372,131.95,0.8802
2002-04-16,1.4396,131.19,0.8830
2002-04-17,1.4438,130.70,0.8885
2002-04-18,1.4479,129.84,0.8898
2002-04-19,1.4472,130.50,0.8893
2002-04-22,1.4488,129.90,0.8877
2002-04-23,1.4486,129.89,0.8897
2002-04-24,1.4480,129.76,0.8915
2002-04-25,1.4540,128.40,0.8978
2002-04-26,1.4545,128.18,0.8980
2002-04-29,1.4592,128.13,0.9028
2002-04-30,1.4565,128.45,0.9002
2002-05-01,1.4621,127.45,0.9062
2002-05-02,1.4645,128.02,0.9032
2002-05-03,1.4664,127.21,0.9133
2002-05-06,1.4676,127.27,0.9166
2002-05-07,1.4675,127.80,0.9148
2002-05-08,1.4533,128.64,0.9040
2002-05-09,1.4585,128.36,0.9088
2002-05-10,1.4606,127.89,0.9116
2002-05-13,1.4588,127.69,0.9107
2002-05-14,1.4474,128.66,0.9022
2002-05-15,1.4558,127.92,0.9074
2002-05-16,1.4567,128.19,0.9105
2002-05-17,1.4602,126.03,0.9206
2002-05-20,1.4588,125.64,0.9213
2002-05-21,1.4568,123.83,0.9191
2002-05-22,1.4589,124.16,0.9265
2002-05-23,1.4545,124.84,0.9233
2002-05-24,1.4577,124.71,0.9220
2002-05-27,.,.,.
2002-05-28,1.4618,124.38,0.9285
2002-05-29,1.4600,124.35,0.9313
2002-05-30,1.4655,123.08,0.9373
2002-05-31,1.4625,124.13,0.9339
2002-06-03,1.4622,123.69,0.9390
2002-06-04,1.4605,123.95,0.9424
2002-06-05,1.4574,124.40,0.9391
2002-06-06,1.4593,124.34,0.9457
2002-06-07,1.4604,124.49,0.9449
2002-06-10,1.4610,124.60,0.9446
2002-06-11,1.4686,125.56,0.9445
2002-06-12,1.4705,125.64,0.9473
2002-06-13,1.4709,125.12,0.9440
2002-06-14,1.4735,124.25,0.9448
2002-06-17,1.4782,124.37,0.9442
2002-06-18,1.4868,124.56,0.9483
2002-06-19,1.4873,124.04,0.9544
2002-06-20,1.4982,123.33,0.9646
2002-06-21,1.4987,121.23,0.9705
2002-06-24,1.5056,121.28,0.9786
2002-06-25,1.4999,121.90,0.9692
2002-06-26,1.5217,119.83,0.9825
2002-06-27,1.5285,119.38,0.9885
2002-06-28,1.5245,119.85,0.9856
2002-07-01,1.5307,120.04,0.9893
2002-07-02,1.5300,120.13,0.9840
2002-07-03,1.5268,119.77,0.9816
2002-07-04,.,.,.
2002-07-05,1.5206,120.19,0.9730
2002-07-08,1.5348,118.66,0.9869
2002-07-09,1.5465,117.85,0.9938
2002-07-10,1.5483,117.94,0.9890
2002-07-11,1.5545,116.62,0.9927
2002-07-12,1.5500,116.73,0.9904
2002-07-15,1.5656,116.06,1.0072
2002-07-16,1.5693,115.71,1.0087
2002-07-17,1.5682,116.24,1.0078
2002-07-18,1.5685,117.02,1.0067
2002-07-19,1.5785,115.73,1.0156
2002-07-22,1.5800,116.22,1.0098
2002-07-23,1.5657,117.35,0.9933
2002-07-24,1.5745,116.33,0.9945
2002-07-25,1.5754,116.87,0.9997
2002-07-26,1.5635,118.78,0.9882
2002-07-29,1.5570,119.87,0.9779
2002-07-30,1.5725,119.90,0.9879
2002-07-31,1.5625,119.77,0.9796
2002-08-01,1.5578,119.10,0.9843
2002-08-02,1.5709,118.98,0.9882
2002-08-05,1.5665,119.26,0.9846
2002-08-06,1.5382,121.14,0.9640
2002-08-07,1.5354,120.37,0.9738
2002-08-08,1.5278,121.04,0.9653
2002-08-09,1.5235,120.15,0.9714
2002-08-12,1.5317,118.85,0.9778
2002-08-13,1.5310,119.08,0.9787
2002-08-14,1.5442,116.53,0.9867
2002-08-15,1.5360,117.28,0.9816
2002-08-16,1.5372,117.51,0.9836
2002-08-19,1.5272,118.53,0.9775
2002-08-20,1.5266,118.84,0.9779
2002-08-21,1.5295,118.54,0.9796
2002-08-22,1.5192,119.85,0.9697
2002-08-23,1.5215,119.53,0.9726
2002-08-26,1.5236,119.54,0.9731
2002-08-27,1.5305,118.31,0.9814
2002-08-28,1.5363,118.31,0.9820
2002-08-29,1.5484,118.34,0.9829
2002-08-30,1.5476,118.76,0.9806
2002-09-02,.,.,.
2002-09-03,1.5625,117.12,0.9959
2002-09-04,1.5642,118.01,0.9923
2002-09-05,1.5660,118.34,0.9911
2002-09-06,1.5597,118.48,0.9843
2002-09-09,1.5585,118.85,0.9817
2002-09-10,1.5544,119.78,0.9752
2002-09-11,1.5492,120.64,0.9724
2002-09-12,1.5549,120.68,0.9761
2002-09-13,1.5585,121.50,0.9743
2002-09-16,1.5440,122.17,0.9723
2002-09-17,1.5343,122.64,0.9685
2002-09-18,1.5525,121.49,0.9789
2002-09-19,1.5545,121.48,0.9817
2002-09-20,1.5558,123.16,0.9839
2002-09-23,1.5575,123.93,0.9822
2002-09-24,1.5565,123.38,0.9815
2002-09-25,1.5625,122.72,0.9797
2002-09-26,1.5563,122.59,0.9755
2002-09-27,1.5548,122.86,0.9772
2002-09-30,1.5700,121.74,0.9879
2002-10-01,1.5708,122.73,0.9859
2002-10-02,1.5655,123.21,0.9842
2002-10-03,1.5704,123.04,0.9871
2002-10-04,1.5690,123.02,0.9821
2002-10-07,1.5643,124.44,0.9816
2002-10-08,1.5569,124.26,0.9796
2002-10-09,1.5595,123.55,0.9868
2002-10-10,1.5625,123.64,0.9861
2002-10-11,1.5605,124.04,0.9854
2002-10-14,.,.,.
2002-10-15,1.5542,124.66,0.9810
2002-10-16,1.5543,124.30,0.9824
2002-10-17,1.5525,124.80,0.9718
2002-10-18,1.5461,125.52,0.9708
2002-10-21,1.5418,124.71,0.9732
2002-10-22,1.5463,125.09,0.9782
2002-10-23,1.5499,124.17,0.9772
2002-10-24,1.5478,124.77,0.9742
2002-10-25,1.5533,124.14,0.9767
2002-10-28,1.5602,123.64,0.9843
2002-10-29,1.5585,122.55,0.9851
2002-10-30,1.5568,122.91,0.9835
2002-10-31,1.5630,122.78,0.9881
2002-11-01,1.5638,122.16,0.9971
2002-11-04,1.5545,122.46,0.9953
2002-11-05,1.5625,121.84,0.9994
2002-11-06,1.5590,122.22,0.9974
2002-11-07,1.5796,121.26,1.0092
2002-11-08,1.5915,119.72,1.0139
2002-11-11,.,.,.
2002-11-12,1.5879,119.57,1.0105
2002-11-13,1.5850,120.28,1.0060
2002-11-14,1.5788,120.45,1.0034
2002-11-15,1.5790,120.37,1.0082
2002-11-18,1.5790,121.15,1.0083
2002-11-19,1.5880,121.65,1.0107
2002-11-20,1.5750,122.52,1.0024
2002-11-21,1.5753,122.92,0.9984
2002-11-22,1.5778,122.84,0.9966
2002-11-25,1.5667,122.32,0.9937
2002-11-26,1.5485,121.89,0.9913
2002-11-27,1.5440,122.21,0.9895
2002-11-28,.,.,.
2002-11-29,1.5553,122.72,0.9932
2002-12-02,1.5555,124.61,0.9927
2002-12-03,1.5687,124.42,0.9968
2002-12-04,1.5682,124.84,0.9999
2002-12-05,1.5708,124.99,0.9989
2002-12-06,1.5730,123.69,1.0081
2002-12-09,1.5785,123.36,1.0088
2002-12-10,1.5699,123.66,1.0073
2002-12-11,1.5744,123.46,1.0083
2002-12-12,1.5800,122.75,1.0189
2002-12-13,1.5896,120.71,1.0226
2002-12-16,1.5905,121.28,1.0210
2002-12-17,1.5963,121.27,1.0267
2002-12-18,1.6000,121.12,1.0254
2002-12-19,1.5986,120.86,1.0217
2002-12-20,1.6015,120.52,1.0268
2002-12-23,1.5870,120.77,1.0217
2002-12-24,1.5958,120.27,1.0305
2002-12-25,.,.,.
2002-12-26,1.5978,120.12,1.0358
2002-12-27,1.6022,119.92,1.0411
2002-12-30,1.6044,118.38,1.0460
2002-12-31,1.6095,118.75,1.0485
2003-01-01,.,.,.
2003-01-02,1.5975,119.86,1.0361
2003-01-03,1.6045,119.85,1.0418
2003-01-06,1.6080,119.06,1.0469
2003-01-07,1.6055,120.18,1.0419
2003-01-08,1.6063,119.35,1.0447
2003-01-09,1.6035,119.57,1.0467
2003-01-10,1.6079,119.44,1.0535
2003-01-13,1.6030,119.03,1.0535
2003-01-14,1.6070,117.96,1.0571
2003-01-15,1.6029,117.91,1.0576
2003-01-16,1.6073,118.02,1.0569
2003-01-17,1.6173,117.88,1.0660
2003-01-20,.,.,.
2003-01-21,1.6123,118.57,1.0677
2003-01-22,1.6162,118.15,1.0729
2003-01-23,1.6233,117.83,1.0767
2003-01-24,1.6320,117.80,1.0825
2003-01-27,1.6351,118.64,1.0838
2003-01-28,1.6400,118.67,1.0833
2003-01-29,1.6457,118.13,1.0861
2003-01-30,1.6482,119.22,1.0776
2003-01-31,1.6448,119.96,1.0739
2003-02-03,1.6405,120.47,1.0761
2003-02-04,1.6480,119.75,1.0875
2003-02-05,1.6455,119.78,1.0842
2003-02-06,1.6354,119.93,1.0828
2003-02-07,1.6284,120.40,1.0801
2003-02-10,1.6275,121.25,1.0740
2003-02-11,1.6193,121.19,1.0747
2003-02-12,1.6155,121.30,1.0716
2003-02-13,1.6209,120.49,1.0834
2003-02-14,1.6105,120.41,1.0799
2003-02-17,.,.,.
2003-02-18,1.5921,118.93,1.0708
2003-02-19,1.5957,118.65,1.0744
2003-02-20,1.5925,118.18,1.0821
2003-02-21,1.5864,118.78,1.0787
2003-02-24,1.5860,117.78,1.0783
2003-02-25,1.5727,117.14,1.0782
2003-02-26,1.5806,117.19,1.0797
2003-02-27,1.5798,117.58,1.0763
2003-02-28,1.5737,118.22,1.0779
2003-03-03,1.5755,117.93,1.0835
2003-03-04,1.5820,117.96,1.0883
2003-03-05,1.6003,117.32,1.0967
2003-03-06,1.6049,117.22,1.0997
2003-03-07,1.6020,116.47,1.1014
2003-03-10,1.6007,116.55,1.1062
2003-03-11,1.6038,117.07,1.1028
2003-03-12,1.6129,117.18,1.1023
2003-03-13,1.6057,118.31,1.0870
2003-03-14,1.5821,118.59,1.0725
2003-03-17,1.5682,118.45,1.0606
2003-03-18,1.5624,118.90,1.0624
2003-03-19,1.5648,120.13,1.0590
2003-03-20,1.5670,120.05,1.0613
2003-03-21,1.5660,121.42,1.0545
2003-03-24,1.5748,120.69,1.0644
2003-03-25,1.5707,120.03,1.0673
2003-03-26,1.5742,120.13,1.0677
2003-03-27,1.5676,119.78,1.0708
2003-03-28,1.5673,120.18,1.0762
2003-03-31,1.5790,118.07,1.0900
2003-04-01,1.5767,118.25,1.0904
2003-04-02,1.5659,119.17,1.0765
2003-04-03,1.5718,119.55,1.0736
2003-04-04,1.5597,120.05,1.0711
2003-04-07,1.5500,120.41,1.0621
2003-04-08,1.5507,119.91,1.0684
2003-04-09,1.5562,120.55,1.0722
2003-04-10,1.5719,119.58,1.0803
2003-04-11,1.5713,120.47,1.0751
2003-04-14,1.5713,120.30,1.0773
2003-04-15,1.5705,120.20,1.0801
2003-04-16,1.5740,120.04,1.0872
2003-04-17,1.5748,119.30,1.0907
2003-04-18,1.5733,119.72,1.0882
2003-04-21,1.5592,120.55,1.0857
2003-04-22,1.5768,119.68,1.0966
2003-04-23,1.5815,120.33,1.0949
2003-04-24,1.5971,119.83,1.1039
2003-04-25,1.5915,120.25,1.1040
2003-04-28,1.5906,120.34,1.0999
2003-04-29,1.5904,120.14,1.1010
2003-04-30,1.6000,119.07,1.1180
2003-05-01,1.6103,118.56,1.1238
2003-05-02,1.6020,119.10,1.1200
2003-05-05,1.6060,118.64,1.1271
2003-05-06,1.6140,117.94,1.1354
2003-05-07,1.5930,116.51,1.1340
2003-05-08,1.6034,116.65,1.1453
2003-05-09,1.6045,117.20,1.1498
2003-05-12,1.6095,116.94,1.1557
2003-05-13,1.6092,116.56,1.1499
2003-05-14,1.6163,116.16,1.1498
2003-05-15,1.6262,115.94,1.1457
2003-05-16,1.6241,116.01,1.1542
2003-05-19,1.6352,116.58,1.1686
2003-05-20,1.6393,116.77,1.1685
2003-05-21,1.6415,117.23,1.1707
2003-05-22,1.6346,117.25,1.1700
2003-05-23,1.6376,116.89,1.1786
2003-05-26,.,.,.
2003-05-27,1.6400,117.12,1.1853
2003-05-28,1.6350,118.73,1.1742
2003-05-29,1.6484,118.45,1.1835
2003-05-30,1.6393,119.50,1.1766
2003-06-02,1.6372,118.52,1.1744
2003-06-03,1.6278,119.27,1.1702
2003-06-04,1.6333,118.60,1.1708
2003-06-05,1.6597,117.61,1.1870
2003-06-06,1.6622,118.83,1.1695
2003-06-09,1.6452,118.11,1.1743
2003-06-10,1.6523,117.68,1.1686
2003-06-11,1.6675,117.69,1.1764
2003-06-12,1.6682,117.66,1.1767
2003-06-13,1.6676,117.46,1.1830
2003-06-16,1.6815,117.79,1.1843
2003-06-17,1.6840,118.20,1.1812
2003-06-18,1.6798,118.40,1.1710
2003-06-19,1.6740,118.74,1.1678
2003-06-20,1.6644,118.39,1.1616
2003-06-23,1.6682,117.55,1.1548
2003-06-24,1.6607,117.96,1.1498
2003-06-25,1.6787,117.54,1.1592
2003-06-26,1.6640,119.32,1.1429
2003-06-27,1.6492,119.72,1.1423
2003-06-30,1.6529,119.87,1.1502
2003-07-01,1.6626,119.45,1.1580
2003-07-02,1.6646,118.63,1.1524
2003-07-03,1.6718,118.24,1.1503
2003-07-04,.,.,.
2003-07-07,1.6515,118.08,1.1341
2003-07-08,1.6326,118.58,1.1265
2003-07-09,1.6306,117.85,1.1311
2003-07-10,1.6326,117.69,1.1390
2003-07-11,1.6323,117.80,1.1304
2003-07-14,1.6238,117.54,1.1298
2003-07-15,1.5986,117.24,1.1233
2003-07-16,1.5952,118.24,1.1209
2003-07-17,1.5893,118.87,1.1164
2003-07-18,1.5867,118.40,1.1239
2003-07-21,1.6010,118.35,1.1346
2003-07-22,1.5978,119.34,1.1325
2003-07-23,1.6090,118.77,1.1484
2003-07-24,1.6110,119.25,1.1441
2003-07-25,1.6198,118.82,1.1513
2003-07-28,1.6272,119.42,1.1497
2003-07-29,1.6225,119.78,1.1466
2003-07-30,1.6167,120.55,1.1367
2003-07-31,1.6090,120.42,1.1231
2003-08-01,1.6045,120.00,1.1252
2003-08-04,1.6080,120.47,1.1337
2003-08-05,1.6085,119.95,1.1349
2003-08-06,1.6081,120.33,1.1357
2003-08-07,1.6170,118.91,1.1390
2003-08-08,1.6080,119.02,1.1321
2003-08-11,1.6068,118.36,1.1349
2003-08-12,1.6028,118.53,1.1304
2003-08-13,1.6082,119.07,1.1317
2003-08-14,1.6000,119.14,1.1249
2003-08-15,1.5958,119.24,1.1255
2003-08-18,1.5891,119.43,1.1138
2003-08-19,1.5872,119.26,1.1117
2003-08-20,1.5922,118.23,1.1104
2003-08-21,1.5845,117.58,1.0976
2003-08-22,1.5755,117.58,1.0871
2003-08-25,1.5728,117.43,1.0892
2003-08-26,1.5732,117.49,1.0893
2003-08-27,1.5746,117.74,1.0906
2003-08-28,1.5770,117.44,1.0896
2003-08-29,1.5773,116.71,1.0986
2003-09-01,.,.,.
2003-09-02,1.5740,116.15,1.0872
2003-09-03,1.5732,116.04,1.0845
2003-09-04,1.5785,116.77,1.0899
2003-09-05,1.5891,117.06,1.1073
2003-09-08,1.5858,116.48,1.1124
2003-09-09,1.5909,116.33,1.1190
2003-09-10,1.5897,117.13,1.1195
2003-09-11,1.5937,117.07,1.1186
2003-09-12,1.6062,117.38,1.1307
2003-09-15,1.6018,117.41,1.1304
2003-09-16,1.5871,116.27,1.1166
2003-09-17,1.6044,115.99,1.1239
2003-09-18,1.6155,115.27,1.1240
2003-09-19,1.6315,113.99,1.1346
2003-09-22,1.6472,111.95,1.1468
2003-09-23,1.6560,111.65,1.1487
2003-09-24,1.6558,111.70,1.1472
2003-09-25,1.6587,111.86,1.1484
2003-09-26,1.6597,111.80,1.1482
2003-09-29,1.6642,111.07,1.1578
2003-09-30,1.6620,111.43,1.1650
2003-10-01,1.6667,110.61,1.1708
2003-10-02,1.6750,110.59,1.1717
2003-10-03,1.6630,110.90,1.1596
2003-10-06,1.6742,110.81,1.1706
2003-10-07,1.6628,109.81,1.1784
2003-10-08,1.6598,109.55,1.1805
2003-10-09,1.6609,109.34,1.1695
2003-10-10,1.6654,108.57,1.1812
2003-10-13,.,.,.
2003-10-14,1.6737,109.29,1.1724
2003-10-15,1.6698,109.56,1.1652
2003-10-16,1.6760,109.36,1.1665
2003-10-17,1.6721,109.57,1.1630
2003-10-20,1.6749,110.22,1.1671
2003-10-21,1.6746,109.69,1.1676
2003-10-22,1.6935,108.95,1.1805
2003-10-23,1.6943,109.59,1.1795
2003-10-24,1.6972,109.23,1.1833
2003-10-27,1.6952,108.38,1.1762
2003-10-28,1.6956,108.33,1.1689
2003-10-29,1.6988,108.18,1.1673
2003-10-30,1.7025,108.27,1.1694
2003-10-31,1.6956,110.10,1.1609
2003-11-03,1.6786,111.20,1.1454
2003-11-04,1.6802,109.60,1.1497
2003-11-05,1.6780,109.91,1.1473
2003-11-06,1.6693,110.15,1.1417
2003-11-07,1.6708,109.29,1.1505
2003-11-10,1.6737,107.98,1.1515
2003-11-11,.,.,.
2003-11-12,1.6770,108.55,1.1647
2003-11-13,1.6880,108.33,1.1711
2003-11-14,1.6841,108.43,1.1743
2003-11-17,1.6885,108.98,1.1744
2003-11-18,1.6998,108.11,1.1893
2003-11-19,1.6982,109.06,1.1909
2003-11-20,1.7024,108.99,1.1895
2003-11-21,1.7025,108.87,1.1913
2003-11-24,1.6950,109.39,1.1768
2003-11-25,1.6983,109.72,1.1785
2003-11-26,1.7090,109.11,1.1918
2003-11-27,.,.,.
2003-11-28,1.7219,109.53,1.1995
2003-12-01,1.7209,109.61,1.1956
2003-12-02,1.7291,108.82,1.2084
2003-12-03,1.7248,108.17,1.2093
2003-12-04,1.7200,108.19,1.2077
2003-12-05,1.7270,107.78,1.2157
2003-12-08,1.7334,107.23,1.2217
2003-12-09,1.7430,107.30,1.2229
2003-12-10,1.7446,108.40,1.2215
2003-12-11,1.7445,108.23,1.2164
2003-12-12,1.7466,107.73,1.2284
2003-12-15,1.7450,107.52,1.2290
2003-12-16,1.7510,107.60,1.2328
2003-12-17,1.7615,107.42,1.2381
2003-12-18,1.7673,107.92,1.2376
2003-12-19,1.7675,107.94,1.2380
2003-12-22,1.7635,107.40,1.2415
2003-12-23,1.7650,107.44,1.2406
2003-12-24,1.7748,107.29,1.2464
2003-12-25,.,.,.
2003-12-26,1.7725,107.18,1.2441
2003-12-29,1.7705,106.93,1.2485
2003-12-30,1.7786,107.00,1.2521
2003-12-31,1.7842,107.13,1.2597
2004-01-01,.,.,.
2004-01-02,1.7902,106.95,1.2592
2004-01-05,1.8085,106.10,1.2679
2004-01-06,1.8245,106.20,1.2773
2004-01-07,1.8193,106.19,1.2665
2004-01-08,1.8338,106.17,1.2772
2004-01-09,1.8472,106.54,1.2853
2004-01-12,1.8511,106.48,1.2802
2004-01-13,1.8432,106.25,1.2735
2004-01-14,1.8409,106.06,1.2726
2004-01-15,1.8205,106.10,1.2588
2004-01-16,1.7996,106.87,1.2395
2004-01-19,.,.,.
2004-01-20,1.8187,107.17,1.2584
2004-01-21,1.8295,106.84,1.2617
2004-01-22,1.8446,106.08,1.2717
2004-01-23,1.8203,106.21,1.2610
2004-01-26,1.8200,106.15,1.2552
2004-01-27,1.8277,105.56,1.2643
2004-01-28,1.8370,105.52,1.2620
2004-01-29,1.8112,106.09,1.2389
2004-01-30,1.8215,105.84,1.2452
2004-02-02,1.8182,105.59,1.2426
2004-02-03,1.8380,105.36,1.2561
2004-02-04,1.8335,105.53,1.2552
2004-02-05,1.8378,105.52,1.2606
2004-02-06,1.8459,105.57,1.2694
2004-02-09,1.8580,105.68,1.2672
2004-02-10,1.8697,105.55,1.2727
2004-02-11,1.8850,105.37,1.2815
2004-02-12,1.8910,105.42,1.2807
2004-02-13,1.8830,105.60,1.2751
2004-02-16,.,.,.
2004-02-17,1.9045,105.80,1.2848
2004-02-18,1.9023,106.37,1.2812
2004-02-19,1.8921,107.09,1.2685
2004-02-20,1.8668,108.83,1.2563
2004-02-23,1.8686,108.22,1.2569
2004-02-24,1.8901,108.11,1.2692
2004-02-25,1.8757,108.99,1.2503
2004-02-26,1.8609,109.59,1.2444
2004-02-27,1.8575,109.26,1.2441
2004-03-01,1.8680,108.93,1.2431
2004-03-02,1.8386,110.27,1.2212
2004-03-03,1.8192,110.25,1.2088
2004-03-04,1.8250,110.74,1.2225
2004-03-05,1.8428,111.42,1.2401
2004-03-08,1.8471,112.12,1.2371
2004-03-09,1.8395,111.20,1.2428
2004-03-10,1.8000,111.04,1.2226
2004-03-11,1.8008,110.89,1.2268
2004-03-12,1.7943,110.82,1.2191
2004-03-15,1.7993,110.48,1.2243
2004-03-16,1.8105,108.95,1.2270
2004-03-17,1.8132,108.18,1.2197
2004-03-18,1.8363,106.60,1.2392
2004-03-19,1.8270,106.97,1.2269
2004-03-22,1.8485,106.84,1.2368
2004-03-23,1.8502,106.63,1.2311
2004-03-24,1.8351,106.23,1.2213
2004-03-25,1.8099,106.06,1.2170
2004-03-26,1.8104,105.93,1.2092
2004-03-29,1.8163,105.52,1.2141
