,DATE,DEXUSEU,DEXUSUK,DEXJPUS
0,1999-01-04,1.1812,1.6581,112.15
1,1999-01-05,1.1760,1.6566,111.15
2,1999-01-06,1.1636,1.6547,112.78
3,1999-01-07,1.1672,1.6495,111.69
4,1999-01-08,1.1554,1.6405,111.52
5,1999-01-11,1.1534,1.6375,108.83
6,1999-01-12,1.1548,1.6308,112.07
7,1999-01-13,1.1698,1.6493,113.46
8,1999-01-14,1.1689,1.6530,113.25
9,1999-01-15,1.1591,1.6500,114.19
10,1999-01-18,.,.,.
11,1999-01-19,1.1610,1.6550,113.76
12,1999-01-20,1.1575,1.6467,113.45
13,1999-01-21,1.1577,1.6516,113.75
14,1999-01-22,1.1582,1.6560,114.65
15,1999-01-25,1.1566,1.6563,113.80
16,1999-01-26,1.1577,1.6585,114.03
17,1999-01-27,1.1481,1.6485,115.62
18,1999-01-28,1.1395,1.6470,116.36
19,1999-01-29,1.1371,1.6457,116.00
20,1999-02-01,1.1303,1.6410,115.09
21,1999-02-02,1.1328,1.6430,112.12
22,1999-02-03,1.1339,1.6375,112.46
23,1999-02-04,1.1306,1.6395,112.03
24,1999-02-05,1.1283,1.6370,113.14
25,1999-02-08,1.1296,1.6380,114.38
26,1999-02-09,1.1300,1.6355,114.42
27,1999-02-10,1.1331,1.6290,114.45
28,1999-02-11,1.1303,1.6244,114.70
29,1999-02-12,1.1282,1.6311,114.32
30,1999-02-15,.,.,.
31,1999-02-16,1.1189,1.6317,118.08
32,1999-02-17,1.1230,1.6338,119.03
33,1999-02-18,1.1223,1.6338,119.82
34,1999-02-19,1.1075,1.6255,121.00
35,1999-02-22,1.1037,1.6238,120.35
36,1999-02-23,1.0993,1.6138,121.45
37,1999-02-24,1.0972,1.5980,121.90
38,1999-02-25,1.1068,1.6060,119.26
39,1999-02-26,1.0995,1.6027,118.70
40,1999-03-01,1.0891,1.6058,119.79
41,1999-03-02,1.0931,1.6135,120.47
42,1999-03-03,1.0888,1.6134,121.68
43,1999-03-04,1.0824,1.6065,123.50
44,1999-03-05,1.0843,1.6073,122.57
45,1999-03-08,1.0899,1.6085,121.73
46,1999-03-09,1.0873,1.6148,121.40
47,1999-03-10,1.0961,1.6267,119.84
48,1999-03-11,1.0932,1.6270,119.57
49,1999-03-12,1.0936,1.6335,118.99
50,1999-03-15,1.0930,1.6223,117.70
51,1999-03-16,1.0915,1.6240,117.74
52,1999-03-17,1.1015,1.6302,118.15
53,1999-03-18,1.0990,1.6290,117.53
54,1999-03-19,1.0923,1.6303,117.05
55,1999-03-22,1.0915,1.6280,118.14
56,1999-03-23,1.0918,1.6372,118.02
57,1999-03-24,1.0921,1.6410,117.35
58,1999-03-25,1.0871,1.6314,118.05
59,1999-03-26,1.0743,1.6205,120.30
60,1999-03-29,1.0716,1.6140,119.78
61,1999-03-30,1.0732,1.6115,120.10
62,1999-03-31,1.0808,1.6140,118.43
63,1999-04-01,1.0782,1.6063,120.19
64,1999-04-02,1.0782,1.6023,120.60
65,1999-04-05,1.0706,1.6015,122.00
66,1999-04-06,1.0838,1.5920,120.74
67,1999-04-07,1.0784,1.5975,121.34
68,1999-04-08,1.0835,1.6083,120.85
69,1999-04-09,1.0786,1.6068,121.09
70,1999-04-12,1.0842,1.6127,120.14
71,1999-04-13,1.0780,1.6135,120.04
72,1999-04-14,1.0779,1.6124,118.89
73,1999-04-15,1.0717,1.6103,119.04
74,1999-04-16,1.0688,1.6112,117.86
75,1999-04-19,1.0608,1.6075,117.99
76,1999-04-20,1.0630,1.6135,118.18
77,1999-04-21,1.0612,1.6074,119.76
78,1999-04-22,1.0598,1.6117,119.84
79,1999-04-23,1.0634,1.6170,119.26
80,1999-04-26,1.0590,1.6113,119.13
81,1999-04-27,1.0649,1.6177,120.23
82,1999-04-28,1.0616,1.6148,119.13
83,1999-04-29,1.0591,1.6105,119.26
84,1999-04-30,1.0564,1.6085,119.43
85,1999-05-03,1.0571,1.6083,120.14
86,1999-05-04,1.0593,1.6210,120.94
87,1999-05-05,1.0724,1.6337,120.91
88,1999-05-06,1.0779,1.6377,120.77
89,1999-05-07,1.0781,1.6350,120.78
90,1999-05-10,1.0787,1.6300,120.68
91,1999-05-11,1.0720,1.6215,120.96
92,1999-05-12,1.0666,1.6193,120.86
93,1999-05-13,1.0626,1.6190,121.67
94,1999-05-14,1.0650,1.6175,122.64
95,1999-05-17,1.0672,1.6193,123.27
96,1999-05-18,1.0672,1.6203,123.24
97,1999-05-19,1.0641,1.6175,124.45
98,1999-05-20,1.0630,1.6122,124.15
99,1999-05-21,1.0577,1.6020,123.90
100,1999-05-24,1.0593,1.5978,123.57
101,1999-05-25,1.0587,1.6021,122.88
102,1999-05-26,1.0471,1.5963,122.03
103,1999-05-27,1.0439,1.5957,121.27
104,1999-05-28,1.0422,1.6020,120.88
105,1999-05-31,.,.,.
106,1999-06-01,1.0449,1.6150,120.75
107,1999-06-02,1.0357,1.6075,121.14
108,1999-06-03,1.0355,1.6055,121.50
109,1999-06-04,1.0327,1.6074,121.99
110,1999-06-07,1.0296,1.6010,121.31
111,1999-06-08,1.0438,1.6050,119.88
112,1999-06-09,1.0450,1.6001,119.20
113,1999-06-10,1.0477,1.6002,118.85
114,1999-06-11,1.0516,1.6085,118.14
115,1999-06-14,1.0416,1.6075,120.40
116,1999-06-15,1.0420,1.5950,120.63
117,1999-06-16,1.0298,1.5862,120.03
118,1999-06-17,1.0329,1.5925,119.47
119,1999-06-18,1.0368,1.5924,120.48
120,1999-06-21,1.0323,1.5890,122.28
121,1999-06-22,1.0323,1.5895,121.68
122,1999-06-23,1.0316,1.5787,122.05
123,1999-06-24,1.0372,1.5833,121.83
124,1999-06-25,1.0448,1.5893,121.28
125,1999-06-28,1.0373,1.5822,121.30
126,1999-06-29,1.0337,1.5781,120.81
127,1999-06-30,1.0310,1.5765,120.94
128,1999-07-01,1.0236,1.5765,120.99
129,1999-07-02,1.0244,1.5792,121.13
130,1999-07-05,.,.,.
131,1999-07-06,1.0249,1.5688,121.94
132,1999-07-07,1.0224,1.5602,122.19
133,1999-07-08,1.0198,1.5577,122.57
134,1999-07-09,1.0186,1.5515,122.37
135,1999-07-12,1.0139,1.5558,122.22
136,1999-07-13,1.0176,1.5566,121.38
137,1999-07-14,1.0215,1.5635,120.58
138,1999-07-15,1.0220,1.5665,120.49
139,1999-07-16,1.0203,1.5622,120.98
140,1999-07-19,1.0203,1.5630,119.18
141,1999-07-20,1.0420,1.5700,118.94
142,1999-07-21,1.0526,1.5766,118.25
143,1999-07-22,1.0509,1.5835,117.27
144,1999-07-23,1.0497,1.5780,116.51
145,1999-07-26,1.0651,1.5905,116.66
146,1999-07-27,1.0627,1.5895,116.23
147,1999-07-28,1.0644,1.5935,116.17
148,1999-07-29,1.0719,1.6130,115.19
149,1999-07-30,1.0694,1.6207,114.70
150,1999-08-02,1.0661,1.6145,114.51
151,1999-08-03,1.0680,1.6185,115.10
152,1999-08-04,1.0766,1.6200,114.20
153,1999-08-05,1.0793,1.6198,113.98
154,1999-08-06,1.0770,1.6147,114.60
155,1999-08-09,1.0694,1.6000,115.37
156,1999-08-10,1.0752,1.6180,114.44
157,1999-08-11,1.0660,1.6107,115.10
158,1999-08-12,1.0636,1.6090,115.76
159,1999-08-13,1.0568,1.6057,115.66
160,1999-08-16,1.0557,1.6011,114.83
161,1999-08-17,1.0525,1.6036,114.18
162,1999-08-18,1.0505,1.6004,112.30
163,1999-08-19,1.0643,1.6180,111.14
164,1999-08-20,1.0654,1.6133,111.44
165,1999-08-23,1.0553,1.6076,111.73
166,1999-08-24,1.0506,1.5946,111.53
167,1999-08-25,1.0461,1.5865,111.18
168,1999-08-26,1.0441,1.5876,111.83
169,1999-08-27,1.0460,1.5885,111.68
170,1999-08-30,1.0445,1.5875,111.13
171,1999-08-31,1.0581,1.6086,109.30
172,1999-09-01,1.0582,1.6023,109.35
173,1999-09-02,1.0689,1.6091,109.24
174,1999-09-03,1.0605,1.6028,110.09
175,1999-09-06,.,.,.
176,1999-09-07,1.0581,1.6057,110.92
177,1999-09-08,1.0590,1.6185,110.99
178,1999-09-09,1.0543,1.6332,108.00
179,1999-09-10,1.0402,1.6183,109.00
180,1999-09-13,1.0400,1.6090,106.19
181,1999-09-14,1.0408,1.6085,105.33
182,1999-09-15,1.0385,1.6110,103.78
183,1999-09-16,1.0418,1.6250,105.10
184,1999-09-17,1.0399,1.6222,106.94
185,1999-09-20,1.0408,1.6230,106.42
186,1999-09-21,1.0460,1.6310,104.85
187,1999-09-22,1.0500,1.6363,104.03
188,1999-09-23,1.0415,1.6375,104.18
189,1999-09-24,1.0466,1.6428,104.14
190,1999-09-27,1.0431,1.6455,106.07
191,1999-09-28,1.0509,1.6485,106.14
192,1999-09-29,1.0613,1.6425,106.80
193,1999-09-30,1.0643,1.6457,106.82
194,1999-10-01,1.0718,1.6550,105.08
195,1999-10-04,1.0703,1.6555,106.35
196,1999-10-05,1.0693,1.6525,106.96
197,1999-10-06,1.0704,1.6560,107.54
198,1999-10-07,1.0721,1.6520,107.67
199,1999-10-08,1.0630,1.6520,107.38
200,1999-10-11,.,.,.
201,1999-10-12,1.0737,1.6535,106.28
202,1999-10-13,1.0758,1.6532,107.45
203,1999-10-14,1.0799,1.6575,106.96
204,1999-10-15,1.0887,1.6684,105.43
205,1999-10-18,1.0863,1.6720,104.93
206,1999-10-19,1.0833,1.6708,105.50
207,1999-10-20,1.0765,1.6643,106.16
208,1999-10-21,1.0808,1.6765,105.96
209,1999-10-22,1.0678,1.6584,105.81
210,1999-10-25,1.0666,1.6631,105.35
211,1999-10-26,1.0578,1.6525,104.83
212,1999-10-27,1.0532,1.6477,104.24
213,1999-10-28,1.0519,1.6400,105.13
214,1999-10-29,1.0518,1.6425,104.29
215,1999-11-01,1.0494,1.6404,104.19
216,1999-11-02,1.0506,1.6445,104.15
217,1999-11-03,1.0485,1.6440,105.00
218,1999-11-04,1.0440,1.6375,104.48
219,1999-11-05,1.0400,1.6205,106.33
220,1999-11-08,1.0363,1.6150,105.77
221,1999-11-09,1.0401,1.6210,104.86
222,1999-11-10,1.0436,1.6250,104.58
223,1999-11-11,.,.,.
224,1999-11-12,1.0315,1.6131,105.34
225,1999-11-15,1.0315,1.6230,104.88
226,1999-11-16,1.0312,1.6164,105.83
227,1999-11-17,1.0403,1.6231,105.47
228,1999-11-18,1.0297,1.6150,105.85
229,1999-11-19,1.0313,1.6160,106.13
230,1999-11-22,1.0327,1.6205,104.87
231,1999-11-23,1.0261,1.6236,104.20
232,1999-11-24,1.0176,1.6090,104.62
233,1999-11-25,.,.,.
234,1999-11-26,1.0137,1.6062,102.19
235,1999-11-29,1.0100,1.6024,102.43
236,1999-11-30,1.0077,1.5935,101.80
237,1999-12-01,1.0059,1.5960,102.37
238,1999-12-02,1.0023,1.5972,102.69
239,1999-12-03,1.0016,1.6015,102.55
240,1999-12-06,1.0252,1.6230,103.10
241,1999-12-07,1.0222,1.6233,102.39
242,1999-12-08,1.0263,1.6255,102.97
243,1999-12-09,1.0161,1.6230,102.57
244,1999-12-10,1.0158,1.6225,102.40
245,1999-12-13,1.0120,1.6232,103.26
246,1999-12-14,1.0067,1.6110,103.47
247,1999-12-15,1.0066,1.6085,103.54
248,1999-12-16,1.0169,1.6123,103.04
249,1999-12-17,1.0088,1.6070,103.27
250,1999-12-20,1.0066,1.6035,102.72
251,1999-12-21,1.0093,1.6103,102.06
252,1999-12-22,1.0080,1.6060,101.53
253,1999-12-23,1.0162,1.6161,101.73
254,1999-12-24,1.0128,1.6154,102.95
255,1999-12-27,1.0136,1.6173,102.10
256,1999-12-28,1.0068,1.6165,102.19
257,1999-12-29,1.0045,1.6168,102.05
258,1999-12-30,1.0024,1.6130,102.33
259,1999-12-31,1.0070,1.6150,102.16
260,2000-01-03,1.0155,1.6270,101.70
261,2000-01-04,1.0309,1.6370,103.09
262,2000-01-05,1.0335,1.6415,103.77
263,2000-01-06,1.0324,1.6475,105.19
264,2000-01-07,1.0294,1.6384,105.17
265,2000-01-10,1.0252,1.6374,105.28
266,2000-01-11,1.0322,1.6480,106.09
267,2000-01-12,1.0281,1.6465,105.76
268,2000-01-13,1.0270,1.6482,106.09
269,2000-01-14,1.0128,1.6353,105.86
270,2000-01-17,.,.,.
271,2000-01-18,1.0121,1.6380,105.49
272,2000-01-19,1.0115,1.6438,105.39
273,2000-01-20,1.0133,1.6538,105.45
274,2000-01-21,1.0100,1.6504,104.96
275,2000-01-24,1.0019,1.6520,105.52
276,2000-01-25,1.0041,1.6482,105.87
277,2000-01-26,1.0011,1.6395,105.85
278,2000-01-27,0.9890,1.6363,104.91
279,2000-01-28,0.9765,1.6210,107.15
280,2000-01-31,0.9757,1.6182,107.33
281,2000-02-01,0.9731,1.6150,107.67
282,2000-02-02,0.9768,1.6060,108.40
283,2000-02-03,0.9887,1.6025,107.92
284,2000-02-04,0.9760,1.5915,107.54
285,2000-02-07,0.9783,1.5917,108.75
286,2000-02-08,0.9862,1.6105,109.59
287,2000-02-09,0.9914,1.6115,109.11
288,2000-02-10,0.9865,1.6057,108.74
289,2000-02-11,0.9847,1.5923,108.99
290,2000-02-14,0.9783,1.5890,108.65
291,2000-02-15,0.9834,1.5950,108.75
292,2000-02-16,0.9842,1.6040,109.38
293,2000-02-17,0.9863,1.6050,110.27
294,2000-02-18,0.9850,1.5984,110.88
295,2000-02-21,.,.,.
296,2000-02-22,1.0060,1.6165,111.04
297,2000-02-23,1.0017,1.6047,111.11
298,2000-02-24,0.9931,1.5981,110.95
299,2000-02-25,0.9763,1.5908,110.98
300,2000-02-28,0.9669,1.5935,109.17
301,2000-02-29,0.9643,1.5780,109.88
302,2000-03-01,0.9700,1.5849,107.10
303,2000-03-02,0.9619,1.5765,107.37
304,2000-03-03,0.9618,1.5810,107.80
305,2000-03-06,0.9603,1.5732,107.74
306,2000-03-07,0.9560,1.5772,106.20
307,2000-03-08,0.9576,1.5855,106.89
308,2000-03-09,0.9684,1.5815,106.45
309,2000-03-10,0.9659,1.5793,106.27
310,2000-03-13,0.9648,1.5782,105.32
311,2000-03-14,0.9644,1.5725,104.85
312,2000-03-15,0.9696,1.5730,105.58
313,2000-03-16,0.9710,1.5747,105.63
314,2000-03-17,0.9694,1.5705,106.10
315,2000-03-20,0.9710,1.5686,106.50
316,2000-03-21,0.9703,1.5725,106.91
317,2000-03-22,0.9608,1.5705,106.77
318,2000-03-23,0.9691,1.5830,107.45
319,2000-03-24,0.9724,1.5910,107.25
320,2000-03-27,0.9645,1.5855,107.13
321,2000-03-28,0.9614,1.5872,105.90
322,2000-03-29,0.9524,1.5870,105.60
323,2000-03-30,0.9594,1.5922,105.53
324,2000-03-31,0.9574,1.5922,102.73
325,2000-04-03,0.9560,1.5980,104.82
326,2000-04-04,0.9588,1.5965,105.33
327,2000-04-05,0.9647,1.5900,105.00
328,2000-04-06,0.9580,1.5800,104.78
329,2000-04-07,0.9590,1.5830,105.33
330,2000-04-10,0.9588,1.5828,106.37
331,2000-04-11,0.9591,1.5873,106.95
332,2000-04-12,0.9551,1.5882,105.86
333,2000-04-13,0.9524,1.5881,105.76
334,2000-04-14,0.9564,1.5860,105.12
335,2000-04-17,0.9550,1.5853,104.19
336,2000-04-18,0.9477,1.5764,104.59
337,2000-04-19,0.9369,1.5777,104.94
338,2000-04-20,0.9376,1.5801,105.45
339,2000-04-21,0.9379,1.5785,105.88
340,2000-04-24,0.9396,1.5800,105.66
341,2000-04-25,0.9265,1.5787,105.71
342,2000-04-26,0.9217,1.5795,106.46
343,2000-04-27,0.9083,1.5748,106.36
344,2000-04-28,0.9089,1.5560,107.98
345,2000-05-01,0.9120,1.5558,108.89
346,2000-05-02,0.9068,1.5590,108.63
347,2000-05-03,0.8891,1.5605,109.14
348,2000-05-04,0.8907,1.5435,108.17
349,2000-05-05,0.8953,1.5288,108.53
350,2000-05-08,0.8950,1.5310,109.03
351,2000-05-09,0.9023,1.5315,109.61
352,2000-05-10,0.9097,1.5153,109.33
353,2000-05-11,0.9021,1.4997,108.47
354,2000-05-12,0.9080,1.5172,108.74
355,2000-05-15,0.9138,1.5075,109.48
356,2000-05-16,0.9053,1.5008,109.75
357,2000-05-17,0.8921,1.4905,109.53
358,2000-05-18,0.8952,1.4818,108.70
359,2000-05-19,0.8946,1.4855,106.89
360,2000-05-22,0.9036,1.4907,107.02
361,2000-05-23,0.9032,1.4728,106.72
362,2000-05-24,0.9096,1.4755,107.58
363,2000-05-25,0.9072,1.4705,107.48
364,2000-05-26,0.9310,1.4875,107.18
365,2000-05-29,.,.,.
366,2000-05-30,0.9314,1.4950,106.44
367,2000-05-31,0.9328,1.4968,107.74
368,2000-06-01,0.9307,1.4915,108.74
369,2000-06-02,0.9432,1.5079,108.15
370,2000-06-05,0.9471,1.5135,107.44
371,2000-06-06,0.9570,1.5235,105.64
372,2000-06-07,0.9600,1.5225,105.50
373,2000-06-08,0.9548,1.5060,105.86
374,2000-06-09,0.9526,1.5079,106.78
375,2000-06-12,0.9544,1.5120,106.65
376,2000-06-13,0.9619,1.5130,106.79
377,2000-06-14,0.9590,1.5023,106.89
378,2000-06-15,0.9530,1.5103,106.52
379,2000-06-16,0.9648,1.5165,106.22
380,2000-06-19,0.9622,1.5154,105.74
381,2000-06-20,0.9557,1.5100,105.42
382,2000-06-21,0.9455,1.4970,105.50
383,2000-06-22,0.9398,1.5110,104.40
384,2000-06-23,0.9358,1.5010,104.59
385,2000-06-26,0.9382,1.4990,105.66
386,2000-06-27,0.9444,1.5000,105.53
387,2000-06-28,0.9444,1.5107,105.51
388,2000-06-29,0.9515,1.5194,105.09
389,2000-06-30,0.9545,1.5130,106.14
390,2000-07-03,0.9526,1.5135,105.64
391,2000-07-04,.,.,.
392,2000-07-05,0.9548,1.5120,106.91
393,2000-07-06,0.9527,1.5120,107.37
394,2000-07-07,0.9484,1.5143,107.81
395,2000-07-10,0.9521,1.5137,107.10
396,2000-07-11,0.9497,1.5140,106.93
397,2000-07-12,0.9401,1.5068,108.36
398,2000-07-13,0.9339,1.4990,108.27
399,2000-07-14,0.9374,1.4990,107.88
400,2000-07-17,0.9351,1.4920,108.53
401,2000-07-18,0.9322,1.4945,108.30
402,2000-07-19,0.9237,1.4942,108.20
403,2000-07-20,0.9292,1.5094,107.89
404,2000-07-21,0.9343,1.5167,109.08
405,2000-07-24,0.9314,1.5140,108.92
406,2000-07-25,0.9391,1.5190,109.30
407,2000-07-26,0.9413,1.5154,109.28
408,2000-07-27,0.9331,1.5116,109.15
409,2000-07-28,0.9246,1.5025,109.63
410,2000-07-31,0.9266,1.4983,109.68
411,2000-08-01,0.9228,1.4992,109.47
412,2000-08-02,0.9137,1.4926,108.77
413,2000-08-03,0.9042,1.4947,108.36
414,2000-08-04,0.9075,1.5022,108.54
415,2000-08-07,0.9105,1.5070,108.99
416,2000-08-08,0.9019,1.5022,108.64
417,2000-08-09,0.8991,1.4992,107.99
418,2000-08-10,0.9077,1.4980,108.70
419,2000-08-11,0.9046,1.5040,108.68
420,2000-08-14,0.9037,1.5060,109.52
421,2000-08-15,0.9135,1.5056,109.00
422,2000-08-16,0.9143,1.4988,108.55
423,2000-08-17,0.9152,1.4992,108.48
424,2000-08-18,0.9068,1.4895,108.43
425,2000-08-21,0.9027,1.4900,108.53
426,2000-08-22,0.8965,1.4797,108.34
427,2000-08-23,0.8967,1.4813,107.02
428,2000-08-24,0.9028,1.4806,106.89
429,2000-08-25,0.9024,1.4745,107.17
430,2000-08-28,0.9002,1.4716,106.45
431,2000-08-29,0.8966,1.4616,106.20
432,2000-08-30,0.8924,1.4560,106.47
433,2000-08-31,0.8878,1.4515,106.66
434,2000-09-01,0.8993,1.4605,105.78
435,2000-09-04,.,.,.
436,2000-09-05,0.8876,1.4522,105.88
437,2000-09-06,0.8702,1.4455,106.08
438,2000-09-07,0.8740,1.4380,105.10
439,2000-09-08,0.8664,1.4196,106.03
440,2000-09-11,0.8624,1.4123,105.97
441,2000-09-12,0.8596,1.4020,106.93
442,2000-09-13,0.8640,1.4125,107.11
443,2000-09-14,0.8617,1.4060,107.25
444,2000-09-15,0.8572,1.4005,107.33
445,2000-09-18,0.8523,1.4015,106.87
446,2000-09-19,0.8514,1.4080,107.02
447,2000-09-20,0.8462,1.4107,106.77
448,2000-09-21,0.8558,1.4280,106.50
449,2000-09-22,0.8793,1.4568,107.94
450,2000-09-25,0.8738,1.4540,107.63
451,2000-09-26,0.8815,1.4600,107.63
452,2000-09-27,0.8805,1.4607,107.44
453,2000-09-28,0.8826,1.4635,107.59
454,2000-09-29,0.8837,1.4787,107.90
455,2000-10-02,0.8806,1.4675,108.81
456,2000-10-03,0.8741,1.4565,108.66
457,2000-10-04,0.8726,1.4558,109.29
458,2000-10-05,0.8685,1.4502,109.30
459,2000-10-06,0.8680,1.4445,108.81
460,2000-10-09,.,.,.
461,2000-10-10,0.8682,1.4484,107.90
462,2000-10-11,0.8715,1.4620,107.63
463,2000-10-12,0.8644,1.4735,107.58
464,2000-10-13,0.8568,1.4597,107.67
465,2000-10-16,0.8489,1.4455,108.30
466,2000-10-17,0.8507,1.4426,108.15
467,2000-10-18,0.8391,1.4464,107.78
468,2000-10-19,0.8406,1.4422,108.55
469,2000-10-20,0.8400,1.4448,109.04
470,2000-10-23,0.8364,1.4550,108.45
471,2000-10-24,0.8364,1.4490,108.08
472,2000-10-25,0.8270,1.4335,108.05
473,2000-10-26,0.8271,1.4313,108.36
474,2000-10-27,0.8406,1.4517,108.75
475,2000-10-30,0.8432,1.4530,108.99
476,2000-10-31,0.8486,1.4505,109.15
477,2000-11-01,0.8584,1.4452,108.48
478,2000-11-02,0.8594,1.4440,108.39
479,2000-11-03,0.8614,1.4484,107.58
480,2000-11-06,0.8584,1.4320,107.34
481,2000-11-07,0.8583,1.4310,107.30
482,2000-11-08,0.8559,1.4236,107.57
483,2000-11-09,0.8574,1.4242,107.41
484,2000-11-10,0.8625,1.4305,107.83
485,2000-11-13,0.8607,1.4388,107.70
486,2000-11-14,0.8573,1.4306,108.15
487,2000-11-15,0.8570,1.4257,108.75
488,2000-11-16,0.8532,1.4228,109.08
489,2000-11-17,0.8516,1.4230,108.86
490,2000-11-20,0.8486,1.4222,109.79
491,2000-11-21,0.8458,1.4160,110.29
492,2000-11-22,0.8423,1.4077,110.16
493,2000-11-23,.,.,.
494,2000-11-24,0.8382,1.3997,111.38
495,2000-11-27,0.8500,1.4155,110.70
496,2000-11-28,0.8547,1.4182,110.23
497,2000-11-29,0.8577,1.4209,111.28
498,2000-11-30,0.8694,1.4210,110.93
499,2000-12-01,0.8765,1.4373,111.15
500,2000-12-04,0.8875,1.4523,111.07
501,2000-12-05,0.8804,1.4410,111.00
502,2000-12-06,0.8877,1.4365,110.42
503,2000-12-07,0.8891,1.4400,110.70
504,2000-12-08,0.8838,1.4442,111.29
505,2000-12-11,0.8771,1.4554,110.77
506,2000-12-12,0.8775,1.4480,111.50
507,2000-12-13,0.8755,1.4510,112.40
508,2000-12-14,0.8858,1.4665,112.42
509,2000-12-15,0.8981,1.4763,112.55
510,2000-12-18,0.8929,1.4677,112.06
511,2000-12-19,0.8902,1.4620,112.55
512,2000-12-20,0.9058,1.4737,112.58
513,2000-12-21,0.9112,1.4707,112.18
514,2000-12-22,0.9230,1.4783,112.75
515,2000-12-25,.,.,.
516,2000-12-26,0.9292,1.4800,113.62
517,2000-12-27,0.9304,1.4912,114.20
518,2000-12-28,0.9257,1.4907,114.62
519,2000-12-29,0.9388,1.4955,114.35
520,2001-01-01,.,.,.
521,2001-01-02,0.9465,1.4977,114.73
522,2001-01-03,0.9473,1.5045,114.26
523,2001-01-04,0.9448,1.4930,115.47
524,2001-01-05,0.9535,1.4990,116.19
525,2001-01-08,0.9486,1.4969,115.97
526,2001-01-09,0.9397,1.4900,116.64
527,2001-01-10,0.9387,1.4910,116.26
528,2001-01-11,0.9520,1.4965,117.56
529,2001-01-12,0.9486,1.4778,117.76
530,2001-01-15,.,.,.
531,2001-01-16,0.9374,1.4675,117.28
532,2001-01-17,0.9306,1.4723,118.35
533,2001-01-18,0.9446,1.4755,117.78
534,2001-01-19,0.9363,1.4683,117.23
535,2001-01-22,0.9374,1.4650,116.62
536,2001-01-23,0.9389,1.4715,116.95
537,2001-01-24,0.9258,1.4616,118.18
538,2001-01-25,0.9219,1.4605,116.91
539,2001-01-26,0.9213,1.4590,117.16
540,2001-01-29,0.9181,1.4570,116.67
541,2001-01-30,0.9264,1.4615,115.75
542,2001-01-31,0.9308,1.4613,116.39
543,2001-02-01,0.9384,1.4775,115.33
544,2001-02-02,0.9357,1.4692,115.65
545,2001-02-05,0.9395,1.4750,114.99
546,2001-02-06,0.9304,1.4585,114.88
547,2001-02-07,0.9331,1.4633,116.21
548,2001-02-08,0.9184,1.4440,116.30
549,2001-02-09,0.9267,1.4490,117.57
550,2001-02-12,0.9287,1.4513,117.62
551,2001-02-13,0.9204,1.4510,117.30
552,2001-02-14,0.9197,1.4578,116.65
553,2001-02-15,0.9057,1.4490,115.67
554,2001-02-16,0.9162,1.4505,115.46
555,2001-02-19,.,.,.
556,2001-02-20,0.9096,1.4436,115.57
557,2001-02-21,0.9077,1.4385,116.45
558,2001-02-22,0.9069,1.4447,116.53
559,2001-02-23,0.9095,1.4470,116.15
560,2001-02-26,0.9093,1.4440,116.63
561,2001-02-27,0.9128,1.4405,116.20
562,2001-02-28,0.9212,1.4433,117.28
563,2001-03-01,0.9291,1.4553,117.33
564,2001-03-02,0.9340,1.4725,119.06
565,2001-03-05,0.9289,1.4687,119.08
566,2001-03-06,0.9313,1.4655,118.87
567,2001-03-07,0.9274,1.4612,119.86
568,2001-03-08,0.9281,1.4667,119.51
569,2001-03-09,0.9315,1.4675,119.71
570,2001-03-12,0.9300,1.4670,120.63
571,2001-03-13,0.9148,1.4513,120.20
572,2001-03-14,0.9133,1.4497,120.97
573,2001-03-15,0.9046,1.4436,122.23
574,2001-03-16,0.8929,1.4265,122.85
575,2001-03-19,0.8985,1.4237,122.57
576,2001-03-20,0.9054,1.4285,122.73
577,2001-03-21,0.8970,1.4310,123.62
578,2001-03-22,0.8881,1.4223,123.84
579,2001-03-23,0.8926,1.4292,122.64
580,2001-03-26,0.8955,1.4345,122.81
581,2001-03-27,0.8910,1.4290,122.99
582,2001-03-28,0.8882,1.4352,122.62
583,2001-03-29,0.8807,1.4302,123.45
584,2001-03-30,0.8794,1.4190,125.54
585,2001-04-02,0.8824,1.4200,126.75
586,2001-04-03,0.8930,1.4305,125.41
587,2001-04-04,0.9013,1.4350,125.38
588,2001-04-05,0.8976,1.4266,124.33
589,2001-04-06,0.9002,1.4383,124.03
590,2001-04-09,0.9014,1.4470,124.85
591,2001-04-10,0.8884,1.4360,124.48
592,2001-04-11,0.8856,1.4340,124.82
593,2001-04-12,0.8922,1.4391,123.51
594,2001-04-13,0.8888,1.4354,124.15
595,2001-04-16,0.8862,1.4360,124.64
596,2001-04-17,0.8814,1.4287,123.67
597,2001-04-18,0.8816,1.4257,122.35
598,2001-04-19,0.8909,1.4366,121.87
599,2001-04-20,0.9032,1.4428,122.52
600,2001-04-23,0.8960,1.4377,121.68
601,2001-04-24,0.8946,1.4365,122.08
602,2001-04-25,0.8972,1.4397,122.21
603,2001-04-26,0.9011,1.4378,123.13
604,2001-04-27,0.8924,1.4362,123.76
605,2001-04-30,0.8874,1.4306,123.57
606,2001-05-01,0.8937,1.4340,121.92
607,2001-05-02,0.8925,1.4345,121.72
608,2001-05-03,0.8891,1.4322,121.19
609,2001-05-04,0.8934,1.4362,121.05
610,2001-05-07,0.8916,1.4400,121.34
611,2001-05-08,0.8848,1.4315,121.66
612,2001-05-09,0.8845,1.4209,122.25
613,2001-05-10,0.8792,1.4186,122.71
