,DATE,DEXUSEU,DEXUSUK,DEXJPUS
1358,2004-03-18,1.2392,1.8363,106.60
1359,2004-03-19,1.2269,1.8270,106.97
1360,2004-03-22,1.2368,1.8485,106.84
1361,2004-03-23,1.2311,1.8502,106.63
1362,2004-03-24,1.2213,1.8351,106.23
1363,2004-03-25,1.2170,1.8099,106.06
1364,2004-03-26,1.2092,1.8104,105.93
1365,2004-03-29,1.2141,1.8163,105.52
1366,2004-03-30,1.2202,1.8283,105.61
1367,2004-03-31,1.2292,1.8400,104.18
1368,2004-04-01,1.2358,1.8564,103.70
1369,2004-04-02,1.2109,1.8293,104.55
1370,2004-04-05,1.2008,1.8140,105.36
1371,2004-04-06,1.2089,1.8374,105.90
1372,2004-04-07,1.2171,1.8410,105.20
1373,2004-04-08,1.2088,1.8325,106.10
1374,2004-04-09,1.2102,1.8322,106.45
1375,2004-04-12,1.2068,1.8358,105.50
1376,2004-04-13,1.1923,1.8160,106.96
1377,2004-04-14,1.1940,1.7902,108.53
1378,2004-04-15,1.1914,1.7785,108.58
1379,2004-04-16,1.2025,1.8004,107.69
1380,2004-04-19,1.2019,1.8055,108.50
1381,2004-04-20,1.1910,1.7914,108.43
1382,2004-04-21,1.1853,1.7720,109.55
1383,2004-04-22,1.1861,1.7684,109.85
1384,2004-04-23,1.1802,1.7674,109.38
1385,2004-04-26,1.1851,1.7857,108.55
1386,2004-04-27,1.1927,1.7925,109.48
1387,2004-04-28,1.1830,1.7720,109.85
1388,2004-04-29,1.1945,1.7751,109.96
1389,2004-04-30,1.1975,1.7744,110.37
1390,2004-05-03,1.1937,1.7720,110.34
1391,2004-05-04,1.2076,1.7907,110.02
1392,2004-05-05,1.2165,1.7932,108.50
1393,2004-05-06,1.2090,1.7941,109.58
1394,2004-05-07,1.1885,1.7842,112.30
1395,2004-05-10,1.1834,1.7723,114.03
1396,2004-05-11,1.1818,1.7544,113.67
1397,2004-05-12,1.1911,1.7743,113.21
1398,2004-05-13,1.1801,1.7584,114.25
1399,2004-05-14,1.1874,1.7572,114.30
1400,2004-05-17,1.2009,1.7695,114.10
1401,2004-05-18,1.1971,1.7695,114.06
1402,2004-05-19,1.2015,1.7827,112.77
1403,2004-05-20,1.1926,1.7710,113.18
1404,2004-05-21,1.2009,1.7880,112.09
1405,2004-05-24,1.1978,1.7908,112.66
1406,2004-05-25,1.2107,1.8135,112.21
1407,2004-05-26,1.2102,1.8142,111.70
1408,2004-05-27,1.2274,1.8369,110.77
1409,2004-05-28,1.2217,1.8330,110.18
1410,2004-05-31,.,.,.
1411,2004-06-01,1.2210,1.8359,110.45
1412,2004-06-02,1.2250,1.8381,110.28
1413,2004-06-03,1.2205,1.8387,111.14
1414,2004-06-04,1.2258,1.8367,111.27
1415,2004-06-07,1.2320,1.8386,109.61
1416,2004-06-08,1.2273,1.8361,109.77
1417,2004-06-09,1.2097,1.8292,109.74
1418,2004-06-10,1.2110,1.8380,109.33
1419,2004-06-11,1.2011,1.8175,110.09
1420,2004-06-14,1.2073,1.8148,111.15
1421,2004-06-15,1.2139,1.8278,109.59
1422,2004-06-16,1.2006,1.8262,110.15
1423,2004-06-17,1.2040,1.8341,109.63
1424,2004-06-18,1.2118,1.8368,108.65
1425,2004-06-21,1.2110,1.8310,108.57
1426,2004-06-22,1.2092,1.8217,109.00
1427,2004-06-23,1.2090,1.8184,108.64
1428,2004-06-24,1.2170,1.8216,107.10
1429,2004-06-25,1.2145,1.8218,107.82
1430,2004-06-28,1.2193,1.8294,107.95
1431,2004-06-29,1.2124,1.8090,108.18
1432,2004-06-30,1.2179,1.8126,109.43
1433,2004-07-01,1.2158,1.8160,108.24
1434,2004-07-02,1.2307,1.8300,108.60
1435,2004-07-05,.,.,.
1436,2004-07-06,1.2290,1.8423,109.24
1437,2004-07-07,1.2384,1.8571,108.38
1438,2004-07-08,1.2390,1.8566,108.76
1439,2004-07-09,1.2388,1.8555,108.21
1440,2004-07-12,1.2409,1.8640,108.24
1441,2004-07-13,1.2302,1.8540,109.37
1442,2004-07-14,1.2385,1.8564,109.13
1443,2004-07-15,1.2373,1.8545,109.52
1444,2004-07-16,1.2437,1.8708,108.77
1445,2004-07-19,1.2431,1.8734,108.28
1446,2004-07-20,1.2377,1.8556,108.38
1447,2004-07-21,1.2224,1.8354,110.10
1448,2004-07-22,1.2273,1.8470,109.68
1449,2004-07-23,1.2122,1.8321,110.11
1450,2004-07-26,1.2135,1.8393,110.08
1451,2004-07-27,1.2056,1.8219,111.09
1452,2004-07-28,1.2046,1.8222,111.78
1453,2004-07-29,1.2070,1.8174,111.88
1454,2004-07-30,1.2032,1.8183,111.39
1455,2004-08-02,1.2034,1.8273,111.08
1456,2004-08-03,1.2051,1.8243,110.60
1457,2004-08-04,1.2057,1.8248,111.29
1458,2004-08-05,1.2050,1.8231,111.53
1459,2004-08-06,1.2272,1.8459,110.05
1460,2004-08-09,1.2261,1.8403,110.57
1461,2004-08-10,1.2306,1.8387,110.79
1462,2004-08-11,1.2222,1.8280,110.78
1463,2004-08-12,1.2224,1.8210,111.14
1464,2004-08-13,1.2354,1.8432,110.67
1465,2004-08-16,1.2333,1.8392,110.64
1466,2004-08-17,1.2329,1.8288,110.07
1467,2004-08-18,1.2299,1.8225,109.71
1468,2004-08-19,1.2368,1.8313,109.34
1469,2004-08-20,1.2324,1.8213,109.32
1470,2004-08-23,1.2196,1.8143,109.47
1471,2004-08-24,1.2099,1.7935,109.63
1472,2004-08-25,1.2090,1.7965,110.38
1473,2004-08-26,1.2084,1.7939,109.73
1474,2004-08-27,1.2025,1.7921,109.51
1475,2004-08-30,1.2049,1.7925,109.84
1476,2004-08-31,1.2183,1.8031,109.00
1477,2004-09-01,1.2179,1.7940,109.62
1478,2004-09-02,1.2164,1.7916,109.52
1479,2004-09-03,1.2052,1.7759,110.47
1480,2004-09-06,.,.,.
1481,2004-09-07,1.2093,1.7733,109.32
1482,2004-09-08,1.2164,1.7882,109.22
1483,2004-09-09,1.2189,1.7853,109.69
1484,2004-09-10,1.2282,1.7979,109.33
1485,2004-09-13,1.2251,1.7956,110.13
1486,2004-09-14,1.2268,1.8001,109.40
1487,2004-09-15,1.2144,1.7772,110.34
1488,2004-09-16,1.2154,1.7909,109.75
1489,2004-09-17,1.2174,1.7921,109.97
1490,2004-09-20,1.2172,1.7880,109.87
1491,2004-09-21,1.2264,1.7946,109.94
1492,2004-09-22,1.2261,1.7949,110.53
1493,2004-09-23,1.2298,1.8003,110.39
1494,2004-09-24,1.2256,1.8031,110.72
1495,2004-09-27,1.2307,1.8076,111.13
1496,2004-09-28,1.2306,1.8105,111.48
1497,2004-09-29,1.2308,1.7970,110.90
1498,2004-09-30,1.2417,1.8090,110.20
1499,2004-10-01,1.2400,1.7976,110.45
1500,2004-10-04,1.2274,1.7827,111.13
1501,2004-10-05,1.2316,1.7828,111.21
1502,2004-10-06,1.2298,1.7790,111.34
1503,2004-10-07,1.2286,1.7822,111.15
1504,2004-10-08,1.2418,1.7935,109.44
1505,2004-10-11,.,.,.
1506,2004-10-12,1.2320,1.7879,109.79
1507,2004-10-13,1.2271,1.7890,109.78
1508,2004-10-14,1.2393,1.7972,109.60
1509,2004-10-15,1.2478,1.8048,109.14
1510,2004-10-18,1.2520,1.8010,109.23
1511,2004-10-19,1.2515,1.8039,108.36
1512,2004-10-20,1.2627,1.8187,108.16
1513,2004-10-21,1.2622,1.8297,107.43
1514,2004-10-22,1.2639,1.8277,107.42
1515,2004-10-25,1.2783,1.8404,106.61
1516,2004-10-26,1.2758,1.8369,106.63
1517,2004-10-27,1.2725,1.8323,106.67
1518,2004-10-28,1.2759,1.8320,106.09
1519,2004-10-29,1.2746,1.8345,106.04
1520,2004-11-01,1.2741,1.8323,106.41
1521,2004-11-02,1.2703,1.8385,106.29
1522,2004-11-03,1.2787,1.8445,106.20
1523,2004-11-04,1.2883,1.8440,106.02
1524,2004-11-05,1.2938,1.8542,105.60
1525,2004-11-08,1.2936,1.8564,105.57
1526,2004-11-09,1.2930,1.8589,105.57
1527,2004-11-10,1.2925,1.8476,106.91
1528,2004-11-11,.,.,.
1529,2004-11-12,1.2973,1.8552,105.53
1530,2004-11-15,1.2944,1.8480,105.53
1531,2004-11-16,1.2979,1.8544,105.35
1532,2004-11-17,1.3031,1.8580,104.18
1533,2004-11-18,1.2982,1.8514,104.23
1534,2004-11-19,1.3059,1.8600,102.80
1535,2004-11-22,1.3048,1.8590,103.20
1536,2004-11-23,1.3090,1.8713,103.42
1537,2004-11-24,1.3162,1.8813,102.94
1538,2004-11-25,.,.,.
1539,2004-11-26,1.3288,1.8965,102.58
1540,2004-11-29,1.3286,1.8948,102.61
1541,2004-11-30,1.3259,1.9073,103.04
1542,2004-12-01,1.3308,1.9297,102.78
1543,2004-12-02,1.3268,1.9225,103.11
1544,2004-12-03,1.3390,1.9375,102.56
1545,2004-12-06,1.3431,1.9423,102.68
1546,2004-12-07,1.3437,1.9459,102.74
1547,2004-12-08,1.3252,1.9283,104.74
1548,2004-12-09,1.3274,1.9185,104.93
1549,2004-12-10,1.3224,1.9134,105.45
1550,2004-12-13,1.3309,1.9235,104.67
1551,2004-12-14,1.3280,1.9239,105.59
1552,2004-12-15,1.3429,1.9446,104.02
1553,2004-12-16,1.3287,1.9375,104.36
1554,2004-12-17,1.3295,1.9390,104.28
1555,2004-12-20,1.3396,1.9482,104.01
1556,2004-12-21,1.3377,1.9263,104.33
1557,2004-12-22,1.3390,1.9125,103.95
1558,2004-12-23,1.3491,1.9193,103.71
1559,2004-12-24,1.3536,1.9236,103.65
1560,2004-12-27,1.3625,1.9369,102.97
1561,2004-12-28,1.3621,1.9316,103.13
1562,2004-12-29,1.3568,1.9157,104.19
1563,2004-12-30,1.3623,1.9220,103.11
1564,2004-12-31,1.3538,1.9160,102.68
1565,2005-01-03,1.3476,1.9058,102.83
1566,2005-01-04,1.3295,1.8834,104.27
1567,2005-01-05,1.3292,1.8875,103.95
1568,2005-01-06,1.3187,1.8751,104.87
1569,2005-01-07,1.3062,1.8702,104.93
1570,2005-01-10,1.3109,1.8751,104.32
1571,2005-01-11,1.3161,1.8796,103.42
1572,2005-01-12,1.3281,1.8932,102.26
1573,2005-01-13,1.3207,1.8832,102.55
1574,2005-01-14,1.3106,1.8695,102.50
1575,2005-01-17,.,.,.
1576,2005-01-18,1.3043,1.8693,102.36
1577,2005-01-19,1.3036,1.8742,102.52
1578,2005-01-20,1.2959,1.8720,103.31
1579,2005-01-21,1.3049,1.8740,102.85
1580,2005-01-24,1.3041,1.8778,102.67
1581,2005-01-25,1.2954,1.8647,104.16
1582,2005-01-26,1.3081,1.8833,102.90
1583,2005-01-27,1.3032,1.8866,103.15
1584,2005-01-28,1.3033,1.8850,103.45
1585,2005-01-31,1.3049,1.8850,103.55
1586,2005-02-01,1.3017,1.8792,103.93
1587,2005-02-02,1.3015,1.8826,104.05
1588,2005-02-03,1.2959,1.8805,104.55
1589,2005-02-04,1.2927,1.8850,103.70
1590,2005-02-07,1.2773,1.8607,104.68
1591,2005-02-08,1.2783,1.8570,105.65
1592,2005-02-09,1.2797,1.8582,105.84
1593,2005-02-10,1.2882,1.8708,105.69
1594,2005-02-11,1.2864,1.8660,105.75
1595,2005-02-14,1.2981,1.8917,104.94
1596,2005-02-15,1.2986,1.8894,104.47
1597,2005-02-16,1.2994,1.8780,105.62
1598,2005-02-17,1.3083,1.8950,105.40
1599,2005-02-18,1.3075,1.8949,105.69
1600,2005-02-21,.,.,.
1601,2005-02-22,1.3230,1.9092,104.15
1602,2005-02-23,1.3208,1.9066,104.96
1603,2005-02-24,1.3205,1.9104,105.41
1604,2005-02-25,1.3195,1.9149,105.21
1605,2005-02-28,1.3274,1.9249,104.25
1606,2005-03-01,1.3189,1.9206,104.37
1607,2005-03-02,1.3127,1.9124,104.71
1608,2005-03-03,1.3130,1.9098,105.02
1609,2005-03-04,1.3244,1.9243,104.46
1610,2005-03-07,1.3203,1.9159,105.22
1611,2005-03-08,1.3342,1.9292,104.51
1612,2005-03-09,1.3384,1.9239,103.87
1613,2005-03-10,1.3409,1.9233,104.15
1614,2005-03-11,1.3465,1.9261,103.93
1615,2005-03-14,1.3346,1.9116,105.01
1616,2005-03-15,1.3315,1.9134,104.54
1617,2005-03-16,1.3423,1.9264,104.10
1618,2005-03-17,1.3373,1.9240,104.57
1619,2005-03-18,1.3311,1.9192,104.70
1620,2005-03-21,1.3165,1.8974,105.10
1621,2005-03-22,1.3210,1.8997,104.99
1622,2005-03-23,1.3005,1.8712,105.76
1623,2005-03-24,1.2957,1.8709,106.26
1624,2005-03-25,1.2954,1.8684,106.32
1625,2005-03-28,1.2877,1.8657,107.22
1626,2005-03-29,1.2913,1.8752,107.49
1627,2005-03-30,1.2944,1.8816,107.33
1628,2005-03-31,1.2969,1.8888,107.22
1629,2005-04-01,1.2896,1.8789,107.57
1630,2005-04-04,1.2838,1.8733,108.28
1631,2005-04-05,1.2842,1.8773,108.43
1632,2005-04-06,1.2868,1.8787,108.67
1633,2005-04-07,1.2906,1.8768,108.44
1634,2005-04-08,1.2912,1.8824,108.26
1635,2005-04-11,1.2972,1.8908,107.79
1636,2005-04-12,1.2873,1.8842,108.26
1637,2005-04-13,1.2918,1.8930,107.32
1638,2005-04-14,1.2819,1.8806,108.18
1639,2005-04-15,1.2928,1.8930,107.65
1640,2005-04-18,1.3037,1.9052,107.39
1641,2005-04-19,1.3034,1.9165,107.02
1642,2005-04-20,1.3080,1.9197,106.82
1643,2005-04-21,1.3093,1.9104,106.85
1644,2005-04-22,1.3068,1.9151,105.85
1645,2005-04-25,1.2984,1.9117,105.67
1646,2005-04-26,1.2964,1.9040,106.03
1647,2005-04-27,1.2938,1.9047,105.98
1648,2005-04-28,1.2916,1.9097,105.97
1649,2005-04-29,1.2919,1.9122,104.64
1650,2005-05-02,1.2857,1.8959,105.07
1651,2005-05-03,1.2889,1.8910,105.16
1652,2005-05-04,1.2936,1.9000,104.77
1653,2005-05-05,1.2936,1.9048,104.41
1654,2005-05-06,1.2832,1.8920,104.93
1655,2005-05-09,1.2839,1.8836,105.54
1656,2005-05-10,1.2877,1.8828,105.53
1657,2005-05-11,1.2803,1.8735,105.74
1658,2005-05-12,1.2706,1.8650,106.68
1659,2005-05-13,1.2645,1.8530,107.14
1660,2005-05-16,1.2630,1.8368,107.02
1661,2005-05-17,1.2644,1.8401,107.15
1662,2005-05-18,1.2660,1.8382,107.05
1663,2005-05-19,1.2628,1.8367,107.43
1664,2005-05-20,1.2553,1.8246,108.17
1665,2005-05-23,1.2575,1.8288,107.72
1666,2005-05-24,1.2588,1.8288,107.46
1667,2005-05-25,1.2602,1.8312,107.73
1668,2005-05-26,1.2517,1.8205,107.95
1669,2005-05-27,1.2568,1.8227,107.88
1670,2005-05-30,.,.,.
1671,2005-05-31,1.2349,1.8231,107.97
1672,2005-06-01,1.2232,1.8120,108.42
1673,2005-06-02,1.2266,1.8156,108.31
1674,2005-06-03,1.2227,1.8119,107.84
1675,2005-06-06,1.2268,1.8209,106.86
1676,2005-06-07,1.2277,1.8320,106.64
1677,2005-06-08,1.2320,1.8368,106.89
1678,2005-06-09,1.2216,1.8209,107.52
1679,2005-06-10,1.2127,1.8128,108.45
1680,2005-06-13,1.2035,1.8011,109.58
1681,2005-06-14,1.2038,1.8062,109.38
1682,2005-06-15,1.2106,1.8219,109.34
1683,2005-06-16,1.2089,1.8206,109.08
1684,2005-06-17,1.2240,1.8266,108.83
1685,2005-06-20,1.2140,1.8231,109.42
1686,2005-06-21,1.2134,1.8240,108.52
1687,2005-06-22,1.2130,1.8218,108.89
1688,2005-06-23,1.2054,1.8180,108.79
1689,2005-06-24,1.2088,1.8221,109.22
1690,2005-06-27,1.2152,1.8252,109.39
1691,2005-06-28,1.2078,1.8157,109.89
1692,2005-06-29,1.2101,1.8080,110.27
1693,2005-06-30,1.2098,1.7930,110.91
1694,2005-07-01,1.1957,1.7708,111.68
1695,2005-07-04,.,.,.
1696,2005-07-05,1.1917,1.7570,111.61
1697,2005-07-06,1.1918,1.7583,112.07
1698,2005-07-07,1.1928,1.7418,112.08
1699,2005-07-08,1.1934,1.7360,112.17
1700,2005-07-11,1.2066,1.7563,111.76
1701,2005-07-12,1.2200,1.7753,110.94
1702,2005-07-13,1.2090,1.7554,112.08
1703,2005-07-14,1.2089,1.7585,112.14
1704,2005-07-15,1.2037,1.7533,112.32
1705,2005-07-18,1.2077,1.7523,111.62
1706,2005-07-19,1.2001,1.7364,112.95
1707,2005-07-20,1.2046,1.7303,113.42
1708,2005-07-21,1.2113,1.7471,110.47
1709,2005-07-22,1.2079,1.7413,110.98
1710,2005-07-25,1.2054,1.7455,111.59
1711,2005-07-26,1.2007,1.7415,112.30
1712,2005-07-27,1.2048,1.7438,112.30
1713,2005-07-28,1.2121,1.7547,112.34
1714,2005-07-29,1.2129,1.7593,112.25
1715,2005-08-01,1.2195,1.7695,112.12
1716,2005-08-02,1.2209,1.7728,111.28
1717,2005-08-03,1.2337,1.7808,111.05
1718,2005-08-04,1.2383,1.7797,111.17
1719,2005-08-05,1.2327,1.7748,112.09
1720,2005-08-08,1.2361,1.7863,111.87
1721,2005-08-09,1.2347,1.7844,112.07
1722,2005-08-10,1.2345,1.7922,110.67
1723,2005-08-11,1.2434,1.8071,109.92
1724,2005-08-12,1.2428,1.8148,109.55
1725,2005-08-15,1.2362,1.8088,109.40
1726,2005-08-16,1.2342,1.8096,109.37
1727,2005-08-17,1.2290,1.8076,109.63
1728,2005-08-18,1.2178,1.7949,110.54
1729,2005-08-19,1.2147,1.7933,110.68
1730,2005-08-22,1.2235,1.8022,109.75
1731,2005-08-23,1.2213,1.7996,109.83
1732,2005-08-24,1.2239,1.7965,110.35
1733,2005-08-25,1.2311,1.8045,109.90
1734,2005-08-26,1.2324,1.8066,109.85
1735,2005-08-29,1.2248,1.8006,110.53
1736,2005-08-30,1.2204,1.7840,111.49
1737,2005-08-31,1.2330,1.8012,110.84
1738,2005-09-01,1.2447,1.8279,110.16
1739,2005-09-02,1.2538,1.8403,109.66
1740,2005-09-05,.,.,.
1741,2005-09-06,1.2483,1.8420,109.67
1742,2005-09-07,1.2439,1.8394,110.06
1743,2005-09-08,1.2400,1.8388,110.49
1744,2005-09-09,1.2433,1.8400,109.69
1745,2005-09-12,1.2288,1.8236,109.91
1746,2005-09-13,1.2263,1.8214,110.85
1747,2005-09-14,1.2282,1.8244,110.27
1748,2005-09-15,1.2216,1.8069,110.48
1749,2005-09-16,1.2214,1.8035,111.38
1750,2005-09-19,1.2153,1.8041,111.30
1751,2005-09-20,1.2177,1.8046,111.54
1752,2005-09-21,1.2208,1.8097,111.33
1753,2005-09-22,1.2153,1.7917,111.63
1754,2005-09-23,1.2077,1.7788,112.17
1755,2005-09-26,1.2036,1.7746,112.41
1756,2005-09-27,1.2011,1.7677,113.32
1757,2005-09-28,1.2016,1.7639,113.27
1758,2005-09-29,1.2020,1.7620,113.14
1759,2005-09-30,1.2058,1.7696,113.29
1760,2005-10-03,1.1914,1.7558,114.17
1761,2005-10-04,1.1918,1.7587,114.33
1762,2005-10-05,1.1984,1.7655,113.72
1763,2005-10-06,1.2133,1.7728,113.54
1764,2005-10-07,1.2115,1.7599,113.82
1765,2005-10-10,.,.,.
1766,2005-10-11,1.2015,1.7489,114.21
1767,2005-10-12,1.2040,1.7532,114.36
1768,2005-10-13,1.1938,1.7484,114.97
1769,2005-10-14,1.2073,1.7677,114.03
1770,2005-10-17,1.2040,1.7553,114.86
1771,2005-10-18,1.1939,1.7487,115.71
1772,2005-10-19,1.1988,1.7627,115.47
1773,2005-10-20,1.1982,1.7712,115.48
1774,2005-10-21,1.1958,1.7692,115.93
1775,2005-10-24,1.1998,1.7711,115.18
1776,2005-10-25,1.2099,1.7855,114.78
1777,2005-10-26,1.2082,1.7766,115.81
1778,2005-10-27,1.2148,1.7836,115.14
1779,2005-10-28,1.2089,1.7781,115.52
1780,2005-10-31,1.1995,1.7689,116.36
1781,2005-11-01,1.1998,1.7630,116.63
1782,2005-11-02,1.2067,1.7755,116.76
1783,2005-11-03,1.1971,1.7720,117.21
1784,2005-11-04,1.1828,1.7510,118.20
1785,2005-11-07,1.1795,1.7440,117.57
1786,2005-11-08,1.1773,1.7415,117.10
1787,2005-11-09,1.1748,1.7415,117.51
1788,2005-11-10,1.1740,1.7462,118.05
1789,2005-11-11,.,.,.
1790,2005-11-14,1.1667,1.7349,118.88
1791,2005-11-15,1.1695,1.7366,118.93
1792,2005-11-16,1.1672,1.7166,119.17
1793,2005-11-17,1.1706,1.7190,118.81
1794,2005-11-18,1.1741,1.7147,119.21
1795,2005-11-21,1.1734,1.7165,119.03
1796,2005-11-22,1.1737,1.7138,119.22
1797,2005-11-23,1.1799,1.7214,118.76
1798,2005-11-24,.,.,.
1799,2005-11-25,1.1724,1.7155,119.65
1800,2005-11-28,1.1804,1.7221,119.25
1801,2005-11-29,1.1786,1.7203,119.48
1802,2005-11-30,1.1790,1.7321,119.66
1803,2005-12-01,1.1702,1.7290,120.62
1804,2005-12-02,1.1699,1.7304,120.77
1805,2005-12-05,1.1787,1.7397,120.83
1806,2005-12-06,1.1784,1.7402,120.82
1807,2005-12-07,1.1722,1.7350,120.93
1808,2005-12-08,1.1830,1.7514,120.27
1809,2005-12-09,1.1824,1.7554,120.54
1810,2005-12-12,1.1969,1.7740,119.90
1811,2005-12-13,1.1926,1.7674,120.11
1812,2005-12-14,1.2041,1.7739,116.81
1813,2005-12-15,1.1965,1.7648,116.55
1814,2005-12-16,1.2012,1.7716,115.78
1815,2005-12-19,1.1996,1.7641,116.01
1816,2005-12-20,1.1848,1.7544,117.01
1817,2005-12-21,1.1816,1.7402,117.40
1818,2005-12-22,1.1883,1.7395,116.55
1819,2005-12-23,1.1857,1.7326,116.38
1820,2005-12-26,.,.,.
1821,2005-12-27,1.1856,1.7308,117.07
1822,2005-12-28,1.1875,1.7226,117.62
1823,2005-12-29,1.1846,1.7261,117.86
1824,2005-12-30,1.1842,1.7188,117.88
1825,2006-01-02,.,.,.
1826,2006-01-03,1.1980,1.7404,116.34
1827,2006-01-04,1.2091,1.7588,116.31
1828,2006-01-05,1.2101,1.7566,115.96
1829,2006-01-06,1.2148,1.7697,114.45
1830,2006-01-09,1.2064,1.7645,114.66
1831,2006-01-10,1.2063,1.7645,114.64
1832,2006-01-11,1.2135,1.7643,113.96
1833,2006-01-12,1.2035,1.7612,114.31
1834,2006-01-13,1.2103,1.7715,114.43
1835,2006-01-16,.,.,.
1836,2006-01-17,1.2073,1.7628,115.83
1837,2006-01-18,1.2083,1.7622,115.35
1838,2006-01-19,1.2110,1.7618,115.07
1839,2006-01-20,1.2101,1.7663,115.42
1840,2006-01-23,1.2276,1.7842,114.67
1841,2006-01-24,1.2287,1.7885,114.54
1842,2006-01-25,1.2252,1.7874,115.73
1843,2006-01-26,1.2229,1.7830,116.27
1844,2006-01-27,1.2130,1.7733,117.16
1845,2006-01-30,1.2091,1.7688,117.55
1846,2006-01-31,1.2158,1.7820,116.88
1847,2006-02-01,1.2092,1.7781,117.85
1848,2006-02-02,1.2100,1.7807,118.26
1849,2006-02-03,1.2021,1.7626,118.95
1850,2006-02-06,1.1971,1.7462,118.94
1851,2006-02-07,1.1974,1.7444,118.01
1852,2006-02-08,1.1935,1.7405,118.69
1853,2006-02-09,1.1963,1.7411,118.66
1854,2006-02-10,1.1920,1.7454,117.64
1855,2006-02-13,1.1905,1.7438,117.63
1856,2006-02-14,1.1895,1.7343,117.43
1857,2006-02-15,1.1884,1.7401,117.93
1858,2006-02-16,1.1882,1.7354,117.91
1859,2006-02-17,1.1906,1.7403,118.43
1860,2006-02-20,.,.,.
1861,2006-02-21,1.1912,1.7447,118.85
1862,2006-02-22,1.1905,1.7425,118.51
1863,2006-02-23,1.1923,1.7522,117.00
1864,2006-02-24,1.1882,1.7448,116.87
1865,2006-02-27,1.1860,1.7409,115.97
1866,2006-02-28,1.1925,1.7539,115.82
1867,2006-03-01,1.1899,1.7473,116.18
1868,2006-03-02,1.2003,1.7493,116.07
1869,2006-03-03,1.2028,1.7531,116.46
1870,2006-03-06,1.2002,1.7492,117.46
1871,2006-03-07,1.1888,1.7362,117.76
1872,2006-03-08,1.1914,1.7359,117.90
1873,2006-03-09,1.1920,1.7366,117.96
1874,2006-03-10,1.1886,1.7256,119.07
1875,2006-03-13,1.1942,1.7310,119.01
1876,2006-03-14,1.2025,1.7479,117.36
1877,2006-03-15,1.2045,1.7460,117.30
1878,2006-03-16,1.2151,1.7552,117.13
1879,2006-03-17,1.2197,1.7567,115.89
1880,2006-03-20,1.2168,1.7563,116.25
1881,2006-03-21,1.2079,1.7459,117.23
1882,2006-03-22,1.2095,1.7483,116.72
1883,2006-03-23,1.1984,1.7367,117.60
1884,2006-03-24,1.2034,1.7427,117.50
1885,2006-03-27,1.2015,1.7470,116.62
1886,2006-03-28,1.2078,1.7497,117.23
1887,2006-03-29,1.2030,1.7356,117.80
1888,2006-03-30,1.2132,1.7448,117.41
1889,2006-03-31,1.2139,1.7393,117.48
1890,2006-04-03,1.2124,1.7389,117.82
1891,2006-04-04,1.2258,1.7559,117.44
1892,2006-04-05,1.2272,1.7497,117.59
1893,2006-04-06,1.2216,1.7504,117.72
1894,2006-04-07,1.2109,1.7407,118.31
1895,2006-04-10,1.2091,1.7405,118.66
1896,2006-04-11,1.2125,1.7467,118.61
1897,2006-04-12,1.2107,1.7508,118.47
1898,2006-04-13,1.2107,1.7529,118.42
1899,2006-04-14,1.2106,1.7510,118.65
1900,2006-04-17,1.2267,1.7716,117.68
1901,2006-04-18,1.2274,1.7762,117.75
1902,2006-04-19,1.2345,1.7895,117.58
1903,2006-04-20,1.2326,1.7801,117.49
1904,2006-04-21,1.2340,1.7817,116.91
1905,2006-04-24,1.2373,1.7839,114.93
1906,2006-04-25,1.2412,1.7876,114.83
1907,2006-04-26,1.2464,1.7897,114.72
1908,2006-04-27,1.2525,1.8011,114.02
1909,2006-04-28,1.2624,1.8220,113.79
1910,2006-05-01,1.2607,1.8286,113.06
1911,2006-05-02,1.2644,1.8397,113.26
1912,2006-05-03,1.2639,1.8446,113.44
1913,2006-05-04,1.2684,1.8485,113.46
1914,2006-05-05,1.2733,1.8588,112.45
1915,2006-05-08,1.2720,1.8584,111.55
1916,2006-05-09,1.2747,1.8632,111.31
1917,2006-05-10,1.2799,1.8648,110.55
1918,2006-05-11,1.2855,1.8842,110.26
1919,2006-05-12,1.2888,1.8911,110.49
1920,2006-05-15,1.2826,1.8836,110.21
1921,2006-05-16,1.2817,1.8819,110.07
1922,2006-05-17,1.2722,1.8820,110.60
1923,2006-05-18,1.2795,1.8878,110.89
1924,2006-05-19,1.2750,1.8755,111.76
1925,2006-05-22,1.2850,1.8861,111.62
1926,2006-05-23,1.2844,1.8809,111.35
1927,2006-05-24,1.2747,1.8678,112.80
1928,2006-05-25,1.2777,1.8719,111.92
1929,2006-05-26,1.2739,1.8566,112.58
1930,2006-05-29,.,.,.
1931,2006-05-30,1.2868,1.8825,112.18
1932,2006-05-31,1.2833,1.8732,112.26
1933,2006-06-01,1.2824,1.8686,112.43
1934,2006-06-02,1.2912,1.8817,111.66
1935,2006-06-05,1.2953,1.8786,111.70
1936,2006-06-06,1.2828,1.8608,113.26
1937,2006-06-07,1.2799,1.8585,113.35
1938,2006-06-08,1.2648,1.8425,114.22
1939,2006-06-09,1.2636,1.8426,113.89
1940,2006-06-12,1.2587,1.8440,114.17
1941,2006-06-13,1.2574,1.8398,115.06
1942,2006-06-14,1.2631,1.8491,114.85
1943,2006-06-15,1.2616,1.8477,115.06
1944,2006-06-16,1.2623,1.8484,115.12
1945,2006-06-19,1.2577,1.8401,115.26
