,DATE,USD to JPY,USD to EUR,USD to GBP,Infl
1119,2003-04-18,0.0083528232542599,1.0882,1.5733,
1120,2003-04-21,0.0082953131480713,1.0857,1.5592,
1121,2003-04-22,0.008355614973262,1.0966,1.5768,
1122,2003-04-23,0.0083104795146679,1.0949,1.5815,
1123,2003-04-24,0.0083451556371526,1.1039,1.5971,
1124,2003-04-25,0.0083160083160083,1.104,1.5915,
1125,2003-04-28,0.0083097889313611,1.0999,1.5906,
1126,2003-04-29,0.0083236224404861,1.101,1.5904,
1127,2003-04-30,0.0083984210968337,1.118,1.6,
1128,2003-05-01,0.0084345479082321,1.1238,1.6103,
1129,2003-05-02,0.0083963056255247,1.12,1.602,
1130,2003-05-05,0.0084288604180714,1.1271,1.606,
1131,2003-05-06,0.0084788875699508,1.1354,1.614,
1132,2003-05-07,0.0085829542528538,1.134,1.593,
1133,2003-05-08,0.0085726532361765,1.1453,1.6034,
1134,2003-05-09,0.0085324232081911,1.1498,1.6045,
1135,2003-05-12,0.0085513938772019,1.1557,1.6095,
1136,2003-05-13,0.0085792724776938,1.1499,1.6092,
1137,2003-05-14,0.0086088154269972,1.1498,1.6163,
1138,2003-05-15,0.0086251509401414,1.1457,1.6262,
1139,2003-05-16,0.0086199465563313,1.1542,1.6241,
1140,2003-05-19,0.0085778006519128,1.1686,1.6352,
1141,2003-05-20,0.0085638434529416,1.1685,1.6393,
1142,2003-05-21,0.0085302396997355,1.1707,1.6415,
1143,2003-05-22,0.0085287846481876,1.17,1.6346,
1144,2003-05-23,0.0085550517580631,1.1786,1.6376,
1145,2003-05-26,,,,
1146,2003-05-27,0.0085382513661202,1.1853,1.64,
1147,2003-05-28,0.0084224711530363,1.1742,1.635,
1148,2003-05-29,0.0084423807513718,1.1835,1.6484,
1149,2003-05-30,0.00836820083682,1.1766,1.6393,
1150,2003-06-02,0.0084373945325683,1.1744,1.6372,
1151,2003-06-03,0.0083843380565104,1.1702,1.6278,
1152,2003-06-04,0.0084317032040472,1.1708,1.6333,
1153,2003-06-05,0.0085026783436782,1.187,1.6597,
1154,2003-06-06,0.0084153833207102,1.1695,1.6622,
1155,2003-06-09,0.0084666836000338,1.1743,1.6452,
1156,2003-06-10,0.0084976206662134,1.1686,1.6523,
1157,2003-06-11,0.0084968986319993,1.1764,1.6675,
1158,2003-06-12,0.0084990651028386,1.1767,1.6682,
1159,2003-06-13,0.0085135365230716,1.183,1.6676,
1160,2003-06-16,0.0084896850326852,1.1843,1.6815,
1161,2003-06-17,0.0084602368866328,1.1812,1.684,
1162,2003-06-18,0.0084459459459459,1.171,1.6798,
1163,2003-06-19,0.0084217618325753,1.1678,1.674,
1164,2003-06-20,0.0084466593462285,1.1616,1.6644,
1165,2003-06-23,0.0085070182900893,1.1548,1.6682,
1166,2003-06-24,0.0084774499830451,1.1498,1.6607,
1167,2003-06-25,0.0085077420452611,1.1592,1.6787,
1168,2003-06-26,0.0083808246731478,1.1429,1.664,
1169,2003-06-27,0.0083528232542599,1.1423,1.6492,
1170,2003-06-30,0.0083423709018102,1.1502,1.6529,
1171,2003-07-01,0.008371703641691,1.158,1.6626,78.073
1172,2003-07-02,0.0084295709348394,1.1524,1.6646,
1173,2003-07-03,0.0084573748308525,1.1503,1.6718,
1174,2003-07-04,,,,
1175,2003-07-07,0.0084688346883468,1.1341,1.6515,
1176,2003-07-08,0.0084331253162421,1.1265,1.6326,
1177,2003-07-09,0.0084853627492575,1.1311,1.6306,
1178,2003-07-10,0.0084968986319993,1.139,1.6326,
1179,2003-07-11,0.0084889643463497,1.1304,1.6323,
1180,2003-07-14,0.0085077420452611,1.1298,1.6238,
1181,2003-07-15,0.0085295121119072,1.1233,1.5986,
1182,2003-07-16,0.0084573748308525,1.1209,1.5952,
1183,2003-07-17,0.0084125515268781,1.1164,1.5893,
1184,2003-07-18,0.0084459459459459,1.1239,1.5867,
1185,2003-07-21,0.0084495141529362,1.1346,1.601,
1186,2003-07-22,0.008379420144126,1.1325,1.5978,
1187,2003-07-23,0.0084196345878588,1.1484,1.609,
1188,2003-07-24,0.0083857442348008,1.1441,1.611,
1189,2003-07-25,0.0084160915670762,1.1513,1.6198,
1190,2003-07-28,0.0083738067325406,1.1497,1.6272,
1191,2003-07-29,0.0083486391718149,1.1466,1.6225,
1192,2003-07-30,0.0082953131480713,1.1367,1.6167,
1193,2003-07-31,0.0083042683939544,1.1231,1.609,
1194,2003-08-01,0.0083333333333333,1.1252,1.6045,
1195,2003-08-04,0.0083008217813563,1.1337,1.608,
1196,2003-08-05,0.0083368070029178,1.1349,1.6085,
1197,2003-08-06,0.0083104795146679,1.1357,1.6081,
1198,2003-08-07,0.0084097216382137,1.139,1.617,
1199,2003-08-08,0.0084019492522265,1.1321,1.608,
1200,2003-08-11,0.0084488002703616,1.1349,1.6068,
1201,2003-08-12,0.0084366826963637,1.1304,1.6028,
1202,2003-08-13,0.0083984210968337,1.1317,1.6082,
1203,2003-08-14,0.0083934866543562,1.1249,1.6,
1204,2003-08-15,0.0083864475008386,1.1255,1.5958,
1205,2003-08-18,0.0083731055848614,1.1138,1.5891,
1206,2003-08-19,0.0083850410867013,1.1117,1.5872,
1207,2003-08-20,0.0084580901632411,1.1104,1.5922,
1208,2003-08-21,0.008504847763225,1.0976,1.5845,
1209,2003-08-22,0.008504847763225,1.0871,1.5755,
1210,2003-08-25,0.0085157114876947,1.0892,1.5728,
1211,2003-08-26,0.0085113626691633,1.0893,1.5732,
1212,2003-08-27,0.0084932903006624,1.0906,1.5746,
1213,2003-08-28,0.0085149863760218,1.0896,1.577,
1214,2003-08-29,0.0085682460800274,1.0986,1.5773,
1215,2003-09-01,,,,
1216,2003-09-02,0.0086095566078346,1.0872,1.574,
1217,2003-09-03,0.0086177180282661,1.0845,1.5732,
1218,2003-09-04,0.0085638434529416,1.0899,1.5785,
1219,2003-09-05,0.0085426277122842,1.1073,1.5891,
1220,2003-09-08,0.0085851648351648,1.1124,1.5858,
1221,2003-09-09,0.008596234849136,1.119,1.5909,
1222,2003-09-10,0.0085375224109963,1.1195,1.5897,
1223,2003-09-11,0.0085418980097377,1.1186,1.5937,
1224,2003-09-12,0.0085193388993014,1.1307,1.6062,
1225,2003-09-15,0.0085171620815944,1.1304,1.6018,
1226,2003-09-16,0.0086006708523264,1.1166,1.5871,
1227,2003-09-17,0.008621432882145,1.1239,1.6044,
1228,2003-09-18,0.0086752841155547,1.124,1.6155,
1229,2003-09-19,0.0087726993595929,1.1346,1.6315,
1230,2003-09-22,0.0089325591782045,1.1468,1.6472,
1231,2003-09-23,0.0089565606806986,1.1487,1.656,
1232,2003-09-24,0.0089525514771709,1.1472,1.6558,
1233,2003-09-25,0.0089397461112104,1.1484,1.6587,
1234,2003-09-26,0.0089445438282647,1.1482,1.6597,
1235,2003-09-29,0.009003331232556,1.1578,1.6642,
1236,2003-09-30,0.0089742439199497,1.165,1.662,
1237,2003-10-01,0.009040773890245,1.1708,1.6667,78.457
1238,2003-10-02,0.0090424088977303,1.1717,1.675,
1239,2003-10-03,0.0090171325518485,1.1596,1.663,
1240,2003-10-06,0.0090244562765093,1.1706,1.6742,
1241,2003-10-07,0.0091066387396411,1.1784,1.6628,
1242,2003-10-08,0.0091282519397535,1.1805,1.6598,
1243,2003-10-09,0.0091457837936711,1.1695,1.6609,
1244,2003-10-10,0.0092106475085198,1.1812,1.6654,
1245,2003-10-13,,,,
1246,2003-10-14,0.009149967975112,1.1724,1.6737,
1247,2003-10-15,0.0091274187659729,1.1652,1.6698,
1248,2003-10-16,0.009144111192392,1.1665,1.676,
1249,2003-10-17,0.009126585744273,1.163,1.6721,
1250,2003-10-20,0.0090727635637815,1.1671,1.6749,
1251,2003-10-21,0.0091166013310237,1.1676,1.6746,
1252,2003-10-22,0.0091785222579164,1.1805,1.6935,
1253,2003-10-23,0.0091249201569486,1.1795,1.6943,
1254,2003-10-24,0.0091549940492538,1.1833,1.6972,
1255,2003-10-27,0.0092267946115519,1.1762,1.6952,
1256,2003-10-28,0.0092310532631773,1.1689,1.6956,
1257,2003-10-29,0.0092438528378628,1.1673,1.6988,
1258,2003-10-30,0.0092361688371663,1.1694,1.7025,
1259,2003-10-31,0.0090826521344232,1.1609,1.6956,
1260,2003-11-03,0.0089928057553956,1.1454,1.6786,
1261,2003-11-04,0.0091240875912408,1.1497,1.6802,
1262,2003-11-05,0.0090983531980711,1.1473,1.678,
1263,2003-11-06,0.0090785292782569,1.1417,1.6693,
1264,2003-11-07,0.009149967975112,1.1505,1.6708,
1265,2003-11-10,0.0092609742544915,1.1515,1.6737,
1266,2003-11-11,,,,
1267,2003-11-12,0.0092123445416858,1.1647,1.677,
1268,2003-11-13,0.0092310532631773,1.1711,1.688,
1269,2003-11-14,0.009222539887485,1.1743,1.6841,
1270,2003-11-17,0.0091759955955221,1.1744,1.6885,
1271,2003-11-18,0.0092498381278327,1.1893,1.6998,
1272,2003-11-19,0.009169264624977,1.1909,1.6982,
1273,2003-11-20,0.0091751536838242,1.1895,1.7024,
1274,2003-11-21,0.0091852668320014,1.1913,1.7025,
1275,2003-11-24,0.0091416034372428,1.1768,1.695,
1276,2003-11-25,0.0091141086401749,1.1785,1.6983,
1277,2003-11-26,0.00916506278068,1.1918,1.709,
1278,2003-11-27,,,,
1279,2003-11-28,0.0091299187437231,1.1995,1.7219,
1280,2003-12-01,0.0091232551774473,1.1956,1.7209,
1281,2003-12-02,0.0091894872266127,1.2084,1.7291,
1282,2003-12-03,0.0092447074050106,1.2093,1.7248,
1283,2003-12-04,0.0092429984286902,1.2077,1.72,
1284,2003-12-05,0.009278159213212,1.2157,1.727,
1285,2003-12-08,0.0093257483913084,1.2217,1.7334,
1286,2003-12-09,0.0093196644920782,1.2229,1.743,
1287,2003-12-10,0.0092250922509225,1.2215,1.7446,
1288,2003-12-11,0.0092395823708768,1.2164,1.7445,
1289,2003-12-12,0.0092824654228163,1.2284,1.7466,
1290,2003-12-15,0.0093005952380952,1.229,1.745,
1291,2003-12-16,0.0092936802973977,1.2328,1.751,
1292,2003-12-17,0.0093092533978774,1.2381,1.7615,
1293,2003-12-18,0.0092661230541141,1.2376,1.7673,
1294,2003-12-19,0.0092644061515656,1.238,1.7675,
1295,2003-12-22,0.0093109869646182,1.2415,1.7635,
1296,2003-12-23,0.009307520476545,1.2406,1.765,
1297,2003-12-24,0.0093205331344952,1.2464,1.7748,
1298,2003-12-25,,,,
1299,2003-12-26,0.0093300988990483,1.2441,1.7725,
1300,2003-12-29,0.0093519124660993,1.2485,1.7705,
1301,2003-12-30,0.0093457943925233,1.2521,1.7786,
1302,2003-12-31,0.0093344534677494,1.2597,1.7842,
1303,2004-01-01,,,,79.062
1304,2004-01-02,0.0093501636278634,1.2592,1.7902,
1305,2004-01-05,0.0094250706880301,1.2679,1.8085,
1306,2004-01-06,0.0094161958568738,1.2773,1.8245,
1307,2004-01-07,0.0094170825878142,1.2665,1.8193,
1308,2004-01-08,0.0094188565508147,1.2772,1.8338,
1309,2004-01-09,0.0093861460484325,1.2853,1.8472,
1310,2004-01-12,0.0093914350112697,1.2802,1.8511,
1311,2004-01-13,0.0094117647058823,1.2735,1.8432,
1312,2004-01-14,0.0094286253064303,1.2726,1.8409,
1313,2004-01-15,0.0094250706880301,1.2588,1.8205,
1314,2004-01-16,0.0093571629082062,1.2395,1.7996,
1315,2004-01-19,,,,
1316,2004-01-20,0.0093309694877297,1.2584,1.8187,
1317,2004-01-21,0.0093597903406963,1.2617,1.8295,
1318,2004-01-22,0.0094268476621417,1.2717,1.8446,
1319,2004-01-23,0.0094153092929102,1.261,1.8203,
1320,2004-01-26,0.0094206311822892,1.2552,1.82,
1321,2004-01-27,0.0094732853353543,1.2643,1.8277,
1322,2004-01-28,0.0094768764215314,1.262,1.837,
1323,2004-01-29,0.0094259590913375,1.2389,1.8112,
1324,2004-01-30,0.009448223733938,1.2452,1.8215,
1325,2004-02-02,0.0094705938062316,1.2426,1.8182,
1326,2004-02-03,0.0094912680334092,1.2561,1.838,
1327,2004-02-04,0.0094759783947692,1.2552,1.8335,
1328,2004-02-05,0.0094768764215314,1.2606,1.8378,
1329,2004-02-06,0.009472387989012,1.2694,1.8459,
1330,2004-02-09,0.0094625283875851,1.2672,1.858,
1331,2004-02-10,0.009474182851729,1.2727,1.8697,
1332,2004-02-11,0.0094903672772136,1.2815,1.885,
1333,2004-02-12,0.0094858660595712,1.2807,1.891,
1334,2004-02-13,0.0094696969696969,1.2751,1.883,
1335,2004-02-16,,,,
1336,2004-02-17,0.0094517958412098,1.2848,1.9045,
1337,2004-02-18,0.0094011469399266,1.2812,1.9023,
1338,2004-02-19,0.0093379400504248,1.2685,1.8921,
1339,2004-02-20,0.0091886428374529,1.2563,1.8668,
1340,2004-02-23,0.0092404361485862,1.2569,1.8686,
1341,2004-02-24,0.0092498381278327,1.2692,1.8901,
1342,2004-02-25,0.0091751536838242,1.2503,1.8757,
1343,2004-02-26,0.0091249201569486,1.2444,1.8609,
1344,2004-02-27,0.0091524803221673,1.2441,1.8575,
1345,2004-03-01,0.0091802074726888,1.2431,1.868,
1346,2004-03-02,0.0090686496780629,1.2212,1.8386,
1347,2004-03-03,0.0090702947845804,1.2088,1.8192,
1348,2004-03-04,0.0090301607368611,1.2225,1.825,
1349,2004-03-05,0.0089750493627714,1.2401,1.8428,
1350,2004-03-08,0.0089190153407063,1.2371,1.8471,
1351,2004-03-09,0.0089928057553956,1.2428,1.8395,
1352,2004-03-10,0.0090057636887608,1.2226,1.8,
1353,2004-03-11,0.0090179457119668,1.2268,1.8008,
1354,2004-03-12,0.0090236419418877,1.2191,1.7943,
1355,2004-03-15,0.0090514120202751,1.2243,1.7993,
1356,2004-03-16,0.0091785222579164,1.227,1.8105,
1357,2004-03-17,0.0092438528378628,1.2197,1.8132,
1358,2004-03-18,0.0093808630393996,1.2392,1.8363,
1359,2004-03-19,0.0093484154435823,1.2269,1.827,
1360,2004-03-22,0.0093597903406963,1.2368,1.8485,
1361,2004-03-23,0.009378223764419,1.2311,1.8502,
1362,2004-03-24,0.0094135366657253,1.2213,1.8351,
1363,2004-03-25,0.0094286253064303,1.217,1.8099,
1364,2004-03-26,0.0094401963560842,1.2092,1.8104,
1365,2004-03-29,0.0094768764215314,1.2141,1.8163,
1366,2004-03-30,0.0094688003030016,1.2202,1.8283,
1367,2004-03-31,0.0095987713572662,1.2292,1.84,
1368,2004-04-01,0.0096432015429122,1.2358,1.8564,79.594
1369,2004-04-02,0.0095648015303682,1.2109,1.8293,
1370,2004-04-05,0.0094912680334092,1.2008,1.814,
1371,2004-04-06,0.0094428706326723,1.2089,1.8374,
1372,2004-04-07,0.0095057034220532,1.2171,1.841,
1373,2004-04-08,0.0094250706880301,1.2088,1.8325,
1374,2004-04-09,0.009394081728511,1.2102,1.8322,
1375,2004-04-12,0.0094786729857819,1.2068,1.8358,
1376,2004-04-13,0.0093492894540014,1.1923,1.816,
1377,2004-04-14,0.0092140422003132,1.194,1.7902,
1378,2004-04-15,0.0092097992263768,1.1914,1.7785,
1379,2004-04-16,0.00928591326957,1.2025,1.8004,
1380,2004-04-19,0.0092165898617511,1.2019,1.8055,
1381,2004-04-20,0.009222539887485,1.191,1.7914,
1382,2004-04-21,0.0091282519397535,1.1853,1.772,
1383,2004-04-22,0.0091033227127901,1.1861,1.7684,
1384,2004-04-23,0.0091424392027793,1.1802,1.7674,
1385,2004-04-26,0.0092123445416858,1.1851,1.7857,
1386,2004-04-27,0.0091340884179758,1.1927,1.7925,
1387,2004-04-28,0.0091033227127901,1.183,1.772,
1388,2004-04-29,0.009094216078574,1.1945,1.7751,
1389,2004-04-30,0.0090604330887016,1.1975,1.7744,
1390,2004-05-03,0.0090628965017219,1.1937,1.772,
1391,2004-05-04,0.0090892564988183,1.2076,1.7907,
1392,2004-05-05,0.0092165898617511,1.2165,1.7932,
1393,2004-05-06,0.0091257528746121,1.209,1.7941,
1394,2004-05-07,0.0089047195013357,1.1885,1.7842,
1395,2004-05-10,0.0087696220292905,1.1834,1.7723,
1396,2004-05-11,0.0087973959707926,1.1818,1.7544,
1397,2004-05-12,0.0088331419485911,1.1911,1.7743,
1398,2004-05-13,0.0087527352297593,1.1801,1.7584,
1399,2004-05-14,0.0087489063867016,1.1874,1.7572,
1400,2004-05-17,0.0087642418930762,1.2009,1.7695,
1401,2004-05-18,0.0087673154480098,1.1971,1.7695,
1402,2004-05-19,0.0088676066329697,1.2015,1.7827,
1403,2004-05-20,0.0088354833009365,1.1926,1.771,
1404,2004-05-21,0.0089214024444642,1.2009,1.788,
1405,2004-05-24,0.0088762648677436,1.1978,1.7908,
1406,2004-05-25,0.0089118616879066,1.2107,1.8135,
1407,2004-05-26,0.0089525514771709,1.2102,1.8142,
1408,2004-05-27,0.0090277150853119,1.2274,1.8369,
1409,2004-05-28,0.0090760573606825,1.2217,1.833,
1410,2004-05-31,,,,
1411,2004-06-01,0.0090538705296514,1.221,1.8359,
1412,2004-06-02,0.0090678273485672,1.225,1.8381,
1413,2004-06-03,0.0089976606082418,1.2205,1.8387,
1414,2004-06-04,0.0089871483778197,1.2258,1.8367,
1415,2004-06-07,0.0091232551774473,1.232,1.8386,
1416,2004-06-08,0.0091099571832012,1.2273,1.8361,
1417,2004-06-09,0.0091124476034262,1.2097,1.8292,
1418,2004-06-10,0.0091466203237903,1.211,1.838,
1419,2004-06-11,0.0090834771550549,1.2011,1.8175,
1420,2004-06-14,0.0089968511021142,1.2073,1.8148,
1421,2004-06-15,0.0091249201569486,1.2139,1.8278,
1422,2004-06-16,0.0090785292782569,1.2006,1.8262,
1423,2004-06-17,0.0091215908054364,1.204,1.8341,
1424,2004-06-18,0.0092038656235618,1.2118,1.8368,
1425,2004-06-21,0.0092106475085198,1.211,1.831,
1426,2004-06-22,0.0091743119266055,1.2092,1.8217,
1427,2004-06-23,0.0092047128129602,1.209,1.8184,
1428,2004-06-24,0.0093370681605975,1.217,1.8216,
1429,2004-06-25,0.0092747171211278,1.2145,1.8218,
1430,2004-06-28,0.0092635479388605,1.2193,1.8294,
1431,2004-06-29,0.0092438528378628,1.2124,1.809,
1432,2004-06-30,0.0091382619025861,1.2179,1.8126,
1433,2004-07-01,0.0092387287509238,1.2158,1.816,79.985
1434,2004-07-02,0.009208103130755,1.2307,1.83,
1435,2004-07-05,,,,
1436,2004-07-06,0.009154155986818,1.229,1.8423,
1437,2004-07-07,0.0092267946115519,1.2384,1.8571,
1438,2004-07-08,0.0091945568223611,1.239,1.8566,
1439,2004-07-09,0.0092412900840957,1.2388,1.8555,
1440,2004-07-12,0.0092387287509238,1.2409,1.864,
1441,2004-07-13,0.0091432751211483,1.2302,1.854,
1442,2004-07-14,0.0091633831210482,1.2385,1.8564,
1443,2004-07-15,0.0091307523739956,1.2373,1.8545,
1444,2004-07-16,0.009193711501333,1.2437,1.8708,
1445,2004-07-19,0.0092353158478019,1.2431,1.8734,
1446,2004-07-20,0.0092267946115519,1.2377,1.8556,
1447,2004-07-21,0.0090826521344232,1.2224,1.8354,
1448,2004-07-22,0.0091174325309992,1.2273,1.847,
1449,2004-07-23,0.0090818272636454,1.2122,1.8321,
1450,2004-07-26,0.0090843023255813,1.2135,1.8393,
1451,2004-07-27,0.0090017103249617,1.2056,1.8219,
1452,2004-07-28,0.0089461442118446,1.2046,1.8222,
1453,2004-07-29,0.0089381480157311,1.207,1.8174,
1454,2004-07-30,0.008977466558937,1.2032,1.8183,
1455,2004-08-02,0.0090025207057976,1.2034,1.8273,
1456,2004-08-03,0.0090415913200723,1.2051,1.8243,
1457,2004-08-04,0.0089855332914008,1.2057,1.8248,
1458,2004-08-05,0.0089661974356675,1.205,1.8231,
1459,2004-08-06,0.0090867787369377,1.2272,1.8459,
1460,2004-08-09,0.0090440444966989,1.2261,1.8403,
1461,2004-08-10,0.0090260853867677,1.2306,1.8387,
1462,2004-08-11,0.0090269001624842,1.2222,1.828,
1463,2004-08-12,0.0089976606082418,1.2224,1.821,
1464,2004-08-13,0.0090358724134815,1.2354,1.8432,
1465,2004-08-16,0.0090383224873463,1.2333,1.8392,
1466,2004-08-17,0.0090851276460434,1.2329,1.8288,
1467,2004-08-18,0.009114939385653,1.2299,1.8225,
1468,2004-08-19,0.0091457837936711,1.2368,1.8313,
1469,2004-08-20,0.009147457006952,1.2324,1.8213,
1470,2004-08-23,0.0091349228099022,1.2196,1.8143,
1471,2004-08-24,0.0091215908054364,1.2099,1.7935,
1472,2004-08-25,0.0090596122485957,1.209,1.7965,
1473,2004-08-26,0.0091132780461131,1.2084,1.7939,
1474,2004-08-27,0.0091315861565153,1.2025,1.7921,
1475,2004-08-30,0.0091041514930808,1.2049,1.7925,
1476,2004-08-31,0.0091743119266055,1.2183,1.8031,
1477,2004-09-01,0.0091224229155263,1.2179,1.794,
1478,2004-09-02,0.0091307523739956,1.2164,1.7916,
1479,2004-09-03,0.0090522313750339,1.2052,1.7759,
1480,2004-09-06,,,,
1481,2004-09-07,0.009147457006952,1.2093,1.7733,
1482,2004-09-08,0.0091558322651529,1.2164,1.7882,
1483,2004-09-09,0.0091166013310237,1.2189,1.7853,
1484,2004-09-10,0.0091466203237903,1.2282,1.7979,
1485,2004-09-13,0.0090801779714882,1.2251,1.7956,
1486,2004-09-14,0.0091407678244972,1.2268,1.8001,
1487,2004-09-15,0.0090628965017219,1.2144,1.7772,
1488,2004-09-16,0.0091116173120728,1.2154,1.7909,
1489,2004-09-17,0.0090933891061198,1.2174,1.7921,
1490,2004-09-20,0.0091016656048056,1.2172,1.788,
1491,2004-09-21,0.0090958704748044,1.2264,1.7946,
1492,2004-09-22,0.00904731747037,1.2261,1.7949,
1493,2004-09-23,0.0090587915572062,1.2298,1.8003,
1494,2004-09-24,0.0090317919075144,1.2256,1.8031,
1495,2004-09-27,0.0089984702600557,1.2307,1.8076,
1496,2004-09-28,0.0089702188733405,1.2306,1.8105,
1497,2004-09-29,0.0090171325518485,1.2308,1.797,
1498,2004-09-30,0.0090744101633393,1.2417,1.809,
1499,2004-10-01,0.0090538705296514,1.24,1.7976,80.669
1500,2004-10-04,0.0089984702600557,1.2274,1.7827,
1501,2004-10-05,0.0089919971225609,1.2316,1.7828,
1502,2004-10-06,0.0089814981138853,1.2298,1.779,
1503,2004-10-07,0.0089968511021142,1.2286,1.7822,
1504,2004-10-08,0.0091374269005847,1.2418,1.7935,
1505,2004-10-11,,,,
1506,2004-10-12,0.0091082976591675,1.232,1.7879,
1507,2004-10-13,0.0091091273456002,1.2271,1.789,
1508,2004-10-14,0.0091240875912408,1.2393,1.7972,
1509,2004-10-15,0.0091625435220817,1.2478,1.8048,
1510,2004-10-18,0.0091549940492538,1.252,1.801,
1511,2004-10-19,0.0092284976005906,1.2515,1.8039,
1512,2004-10-20,0.0092455621301775,1.2627,1.8187,
1513,2004-10-21,0.0093083868565577,1.2622,1.8297,
1514,2004-10-22,0.0093092533978774,1.2639,1.8277,
1515,2004-10-25,0.0093799831160303,1.2783,1.8404,
1516,2004-10-26,0.009378223764419,1.2758,1.8369,
1517,2004-10-27,0.0093747070404049,1.2725,1.8323,
1518,2004-10-28,0.0094259590913375,1.2759,1.832,
1519,2004-10-29,0.0094304036212749,1.2746,1.8345,
1520,2004-11-01,0.0093976130062964,1.2741,1.8323,
1521,2004-11-02,0.0094082227867155,1.2703,1.8385,
1522,2004-11-03,0.0094161958568738,1.2787,1.8445,
1523,2004-11-04,0.0094321826070552,1.2883,1.844,
1524,2004-11-05,0.0094696969696969,1.2938,1.8542,
1525,2004-11-08,0.009472387989012,1.2936,1.8564,
1526,2004-11-09,0.009472387989012,1.293,1.8589,
1527,2004-11-10,0.0093536619586568,1.2925,1.8476,
1528,2004-11-11,,,,
1529,2004-11-12,0.0094759783947692,1.2973,1.8552,
1530,2004-11-15,0.0094759783947692,1.2944,1.848,
1531,2004-11-16,0.0094921689606074,1.2979,1.8544,
1532,2004-11-17,0.0095987713572662,1.3031,1.858,
1533,2004-11-18,0.009594166746618,1.2982,1.8514,
1534,2004-11-19,0.0097276264591439,1.3059,1.86,
1535,2004-11-22,0.0096899224806201,1.3048,1.859,
1536,2004-11-23,0.0096693096112937,1.309,1.8713,
1537,2004-11-24,0.0097143967359626,1.3162,1.8813,
1538,2004-11-25,,,,
1539,2004-11-26,0.0097484889842074,1.3288,1.8965,
1540,2004-11-29,0.009745638826625,1.3286,1.8948,
1541,2004-11-30,0.0097049689440993,1.3259,1.9073,
1542,2004-12-01,0.0097295193617435,1.3308,1.9297,
1543,2004-12-02,0.0096983803704781,1.3268,1.9225,
1544,2004-12-03,0.0097503900156006,1.339,1.9375,
1545,2004-12-06,0.0097389949357226,1.3431,1.9423,
1546,2004-12-07,0.0097333073778469,1.3437,1.9459,
1547,2004-12-08,0.0095474508306282,1.3252,1.9283,
1548,2004-12-09,0.0095301629657867,1.3274,1.9185,
1549,2004-12-10,0.0094831673779042,1.3224,1.9134,
1550,2004-12-13,0.0095538358650998,1.3309,1.9235,
1551,2004-12-14,0.0094705938062316,1.328,1.9239,
1552,2004-12-15,0.0096135358584887,1.3429,1.9446,
1553,2004-12-16,0.0095822154082023,1.3287,1.9375,
1554,2004-12-17,0.0095895665515918,1.3295,1.939,
1555,2004-12-20,0.0096144601480626,1.3396,1.9482,
1556,2004-12-21,0.0095849707658391,1.3377,1.9263,
1557,2004-12-22,0.0096200096200096,1.339,1.9125,
1558,2004-12-23,0.009642271719217,1.3491,1.9193,
1559,2004-12-24,0.009647853352629,1.3536,1.9236,
1560,2004-12-27,0.0097115664756725,1.3625,1.9369,
1561,2004-12-28,0.0096964995636575,1.3621,1.9316,
1562,2004-12-29,0.0095978500815817,1.3568,1.9157,
1563,2004-12-30,0.0096983803704781,1.3623,1.922,
1564,2004-12-31,0.0097389949357226,1.3538,1.916,
1565,2005-01-03,0.0097247884858504,1.3476,1.9058,
1566,2005-01-04,0.0095904862376522,1.3295,1.8834,
1567,2005-01-05,0.0096200096200096,1.3292,1.8875,
1568,2005-01-06,0.009535615523982,1.3187,1.8751,
1569,2005-01-07,0.0095301629657867,1.3062,1.8702,
1570,2005-01-10,0.0095858895705521,1.3109,1.8751,
1571,2005-01-11,0.0096693096112937,1.3161,1.8796,
1572,2005-01-12,0.0097789947193428,1.3281,1.8932,
1573,2005-01-13,0.0097513408093612,1.3207,1.8832,
1574,2005-01-14,0.0097560975609756,1.3106,1.8695,
1575,2005-01-17,,,,
1576,2005-01-18,0.009769441187964,1.3043,1.8693,
1577,2005-01-19,0.0097541943035505,1.3036,1.8742,
1578,2005-01-20,0.009679605072113,1.2959,1.872,
1579,2005-01-21,0.0097228974234321,1.3049,1.874,
1580,2005-01-24,0.0097399435083276,1.3041,1.8778,
1581,2005-01-25,0.0096006144393241,1.2954,1.8647,
1582,2005-01-26,0.0097181729834791,1.3081,1.8833,
1583,2005-01-27,0.0096946194861851,1.3032,1.8866,
1584,2005-01-28,0.0096665055582406,1.3033,1.885,
1585,2005-01-31,0.0096571704490584,1.3049,1.885,
1586,2005-02-01,0.0096218608678918,1.3017,1.8792,
1587,2005-02-02,0.0096107640557424,1.3015,1.8826,
1588,2005-02-03,0.0095648015303682,1.2959,1.8805,
1589,2005-02-04,0.0096432015429122,1.2927,1.885,
1590,2005-02-07,0.0095529231944975,1.2773,1.8607,
1591,2005-02-08,0.0094652153336488,1.2783,1.857,
1592,2005-02-09,0.009448223733938,1.2797,1.8582,
1593,2005-02-10,0.0094616330778692,1.2882,1.8708,
1594,2005-02-11,0.0094562647754137,1.2864,1.866,
1595,2005-02-14,0.0095292548122736,1.2981,1.8917,
1596,2005-02-15,0.0095721259691777,1.2986,1.8894,
1597,2005-02-16,0.0094679038060973,1.2994,1.878,
1598,2005-02-17,0.0094876660341555,1.3083,1.895,
